sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
CKMT2_-_80529200.23-P1P2|CKMT2_-_80529188.23-P1P2	CKMT2	335.89	468.05	335.89	468.05	0.47745	8732.6	2044.7	2.9226	0.99826	0.0017354	0.0034708	0.033377	True
RAB21_-_72148912.23-P1P2|RAB21_+_72148707.23-P1P2	RAB21	321.6	192.96	321.6	192.96	-0.73399	8274	1939	2.9214	0.0017426	0.99826	0.0034852	0.033477	False
RPTN_-_152131710.23-P1P2|RPTN_+_152131641.23-P1P2	RPTN	321.6	450.23	321.6	450.23	0.48415	8273.8	1939	2.9213	0.99826	0.0017428	0.0034856	0.033477	True
SCARB2_+_77134704.23-P1P2|SCARB2_-_77134757.23-P1P2	SCARB2	232.77	338.42	232.77	338.42	0.53794	5580.2	1307.8	2.9213	0.99826	0.001743	0.0034859	0.033477	True
VIL1_-_219283896.23-P1P2|VIL1_-_219283891.23-P1P2	VIL1	234.82	128.64	234.82	128.64	-0.86317	5636.9	1321.8	2.9205	0.0017472	0.99825	0.0034945	0.033535	False
ST18_+_53322235.23-P1P2|ST18_+_53322291.23-P1P2	ST18	242.98	134.58	242.98	134.58	-0.84769	5876.2	1377.9	2.9205	0.0017475	0.99825	0.0034951	0.033535	False
UQCRC2_+_21964884.23-P1P2|UQCRC2_+_21964701.23-P1P2	UQCRC2	76.571	22.759	76.571	22.759	-1.707	1447.8	340.3	2.92	0.0017501	0.99825	0.0035003	0.03357	False
SLC25A51_+_37904132.23-P1P2|SLC25A51_-_37904091.23-P1P2	SLC25A51	299.14	176.14	299.14	176.14	-0.76076	7564.5	1775.1	2.9194	0.0017536	0.99825	0.0035071	0.03362	False
SLC8A2_+_47974800.23-P1P2|SLC8A2_-_47974741.23-P1P2	SLC8A2	64.319	112.81	64.319	112.81	0.80099	1175.5	275.89	2.9191	0.99824	0.0017551	0.0035103	0.033635	True
PAOX_+_135192796.23-P1P2|PAOX_-_135192833.23-P1P2	PAOX	400.21	253.32	400.21	253.32	-0.65772	10788	2532.5	2.9189	0.0017564	0.99824	0.0035128	0.033644	False
GABRG1_-_46126023.23-P1P2|GABRG1_-_46126061.23-P1P2	GABRG1	140.89	218.69	140.89	218.69	0.63067	3026	710.83	2.9179	0.99824	0.001762	0.003524	0.033737	True
BOK_+_242498153.23-P1P2|BOK_+_242498225.23-P1P2	BOK	264.42	150.41	264.42	150.41	-0.80986	6499.8	1527.4	2.9174	0.0017649	0.99824	0.0035297	0.033776	False
ADAMTSL3_-_84323067.23-P1P2|ADAMTSL3_-_84322944.23-P1P2	ADAMTSL3	421.65	270.14	421.65	270.14	-0.64042	11477	2699.3	2.9161	0.0017719	0.99823	0.0035439	0.033896	False
PDK1_-_173420828.23-P1P2|PDK1_-_173420822.23-P1P2	PDK1	117.41	187.02	117.41	187.02	0.66712	2422.9	570.06	2.9156	0.99822	0.0017751	0.0035502	0.033931	True
FAM179A_-_29204210.23-ENST00000379558.4|FAM179A_-_29204219.23-ENST00000379558.4	FAM179A	336.91	204.83	336.91	204.83	-0.71518	8722.4	2052.3	2.9155	0.0017754	0.99822	0.0035508	0.033931	False
TKTL2_-_164394945.23-P1P2|TKTL2_-_164394864.23-P1P2	TKTL2	163.35	248.37	163.35	248.37	0.60152	3614.2	850.45	2.9154	0.99822	0.0017762	0.0035523	0.033931	True
PBLD_+_70092672.23-P1|PBLD_-_70092658.23-P1	PBLD	401.23	254.31	401.23	254.31	-0.65578	10793	2540.4	2.915	0.0017786	0.99822	0.0035572	0.033963	False
ACTN4_-_39138358.23-P1P2|ACTN4_-_39138303.23-P1P2	ACTN4	340.99	473.98	340.99	473.98	0.4739	8842.9	2082.7	2.9141	0.99822	0.0017836	0.0035672	0.034043	True
non-targeting_00541|non-targeting_03595	negative_control	143.95	222.64	143.95	222.64	0.62562	3096.1	729.6	2.9133	0.99821	0.0017883	0.0035767	0.034091	True
OGN_-_95165745.23-P2|OGN_-_95165662.23-P2	OGN	143.95	222.64	143.95	222.64	0.62562	3096.1	729.6	2.9133	0.99821	0.0017883	0.0035767	0.034091	True
SCGB1C1_+_193152.23-P1P2|SCGB1C1_+_193136.23-P1P2	SCGB1C1	1034.2	771.83	1034.2	771.83	-0.42171	34423	8112.8	2.9131	0.0017894	0.99821	0.0035789	0.034091	False
PRR11_+_57233132.23-P1P2|PRR11_+_57233056.23-P1P2	PRR11	366.52	227.59	366.52	227.59	-0.68505	9650.4	2274.5	2.913	0.0017899	0.99821	0.0035797	0.034091	False
RPS3_+_75111893.23-P2|RPS3_-_75111920.23-P2	RPS3	56.152	11.874	56.152	11.874	-2.1503	980.25	234.36	2.913	0.0017901	0.99821	0.0035802	0.034091	False
GLB1_-_33138573.23-P1P2|GLB1_+_33138568.23-P1P2	GLB1	23.482	0	23.482	0	-4.6136	275.69	82.692	2.9126	0.001792	0.99821	0.003584	0.03411	False
KIR2DL3_+_55249989.23-P1P2|KIR2DL3_-_55250094.23-P1P2	KIR2DL3	332.83	201.86	332.83	201.86	-0.71859	8575.7	2021.9	2.9125	0.0017927	0.99821	0.0035854	0.03411	False
KCNT1_-_138606320.23-P2|KCNT1_+_138606515.23-P2	KCNT1	532.93	707.51	532.93	707.51	0.40814	15239	3595.2	2.9116	0.9982	0.001798	0.003596	0.034196	True
IL1RL1_-_102953738.23-P1|IL1RL1_-_102953722.23-P1	IL1RL1	230.73	335.45	230.73	335.45	0.53793	5482.8	1293.8	2.9112	0.9982	0.0018001	0.0036002	0.03422	True
HYLS1_+_125757982.23-P1P2|HYLS1_+_125757918.23-P1P2	HYLS1	98.01	160.3	98.01	160.3	0.70412	1940.2	458.29	2.9098	0.99819	0.0018082	0.0036164	0.034356	True
TSPAN16_-_11407177.23-P1P2|TSPAN16_-_11406837.23-P1P2	TSPAN16	154.16	72.235	154.16	72.235	-1.0832	3356	792.78	2.9097	0.0018088	0.99819	0.0036176	0.034356	False
ZBED2_-_111314138.23-P1P2|ZBED2_-_111314152.23-P1P2	ZBED2	49.005	90.047	49.005	90.047	0.86453	842.21	199.04	2.9091	0.99819	0.0018131	0.0036262	0.034416	True
non-targeting_00081|non-targeting_03672	negative_control	67.382	17.811	67.382	17.811	-1.862	1228.6	291.76	2.9089	0.0018136	0.99819	0.0036273	0.034416	False
non-targeting_01269|non-targeting_02539	negative_control	201.13	104.89	201.13	104.89	-0.93269	4630.7	1094.8	2.9084	0.0018161	0.99818	0.0036323	0.034439	False
SLC19A3_+_228582681.23-P1P2|SLC19A3_-_228582668.23-P1P2	SLC19A3	158.25	241.44	158.25	241.44	0.6064	3461	818.32	2.9084	0.99818	0.0018165	0.0036329	0.034439	True
OR10A7_+_55614867.23-ENST00000326258.1|OR10A7_+_55615103.23-ENST00000326258.1	OR10A7	418.59	268.16	418.59	268.16	-0.64049	11314	2675.4	2.9082	0.0018175	0.99818	0.003635	0.034444	False
NHLH1_+_160337237.23-P1P2|NHLH1_+_160336955.23-P1P2	NHLH1	595.21	408.67	595.21	408.67	-0.54134	17398	4116.5	2.9073	0.0018227	0.99818	0.0036454	0.034509	False
EPS8L2_-_706235.23-P1P2|EPS8L2_-_706244.23-P1P2	EPS8L2	254.21	365.13	254.21	365.13	0.52067	6151.7	1455.8	2.9071	0.99818	0.0018242	0.0036484	0.034509	True
non-targeting_01778|non-targeting_00115	negative_control	393.06	248.37	393.06	248.37	-0.66013	10468	2477.4	2.907	0.0018244	0.99818	0.0036489	0.034509	False
SLC25A28_+_101380160.23-P1P2|SLC25A28_+_101380184.23-P1P2	SLC25A28	232.77	127.65	232.77	127.65	-0.86168	5525.7	1307.8	2.907	0.0018247	0.99818	0.0036494	0.034509	False
ELAVL3_+_11591760.23-P1|ELAVL3_+_11591763.23-P1	ELAVL3	353.25	217.7	353.25	217.7	-0.69583	9186.9	2174.4	2.9069	0.001825	0.99817	0.00365	0.034509	False
LRRC34_+_169530292.23-P1P2|LRRC34_+_169530278.23-P1P2	LRRC34	182.75	92.026	182.75	92.026	-0.98203	4115.3	974.53	2.9061	0.0018296	0.99817	0.0036591	0.03458	False
CSRNP1_+_39195038.23-P1P2|CSRNP1_+_39194994.23-P1P2	CSRNP1	518.64	347.32	518.64	347.32	-0.57708	14674	3477.5	2.9051	0.0018357	0.99816	0.0036714	0.034681	False
CINP_+_102829193.23-P1P2|CINP_-_102829164.23-P1P2	CINP	36.754	71.246	36.754	71.246	0.93629	594.85	141.06	2.9041	0.99816	0.0018431	0.0036862	0.034805	True
FMO5_+_146696880.23-P1P2|FMO5_-_146696924.23-P1P2	FMO5	378.77	237.49	378.77	237.49	-0.67122	9980.5	2367.7	2.9035	0.001845	0.99815	0.0036901	0.034826	False
DNAJC21_+_34930130.23-P1P2|DNAJC21_+_34929732.23-P1P2	DNAJC21	95.968	157.33	95.968	157.33	0.70739	1882.9	446.79	2.9032	0.99815	0.0018469	0.0036938	0.034836	True
non-targeting_00781|non-targeting_01302	negative_control	200.1	295.87	200.1	295.87	0.56188	4585.3	1088.1	2.9031	0.99815	0.0018472	0.0036944	0.034836	True
PRKAG3_+_219696451.23-P1P2|PRKAG3_-_219696486.23-P1P2	PRKAG3	128.64	201.86	128.64	201.86	0.64601	2680.9	636.68	2.902	0.99815	0.001854	0.003708	0.034949	True
C2CD4C_-_409114.23-P1P2|C2CD4C_+_409188.23-P1P2	C2CD4C	153.14	234.52	153.14	234.52	0.61158	3311.1	786.42	2.9018	0.99814	0.001855	0.00371	0.034953	True
ZNF816_-_53466078.23-P1|ZNF816_+_53466090.23-P1	ZNF816	167.43	253.32	167.43	253.32	0.59445	3688	876.31	2.9012	0.99814	0.0018585	0.0037169	0.035002	True
CAMK1D_-_12391597.23-P1P2|CAMK1D_-_12391587.23-P1P2	CAMK1D	1199.6	913.33	1199.6	913.33	-0.39297	40976	9737.9	2.901	0.0018598	0.99814	0.0037196	0.035012	False
PLEKHM1_-_43568059.23-P1P2|PLEKHM1_+_43567886.23-P1P2	PLEKHM1	734.06	522.47	734.06	522.47	-0.48975	22385	5323.8	2.8999	0.0018666	0.99813	0.0037332	0.035125	False
NNAT_-_36149667.23-P1P2|NNAT_-_36149683.23-P1P2	NNAT	170.5	257.28	170.5	257.28	0.59073	3765.3	895.8	2.8994	0.99813	0.0018693	0.0037386	0.03516	True
DAG1_-_49507731.23-P1P2|DAG1_+_49507745.23-P1P2	DAG1	241.96	349.3	241.96	349.3	0.52786	5760.9	1370.9	2.8991	0.99813	0.0018713	0.0037426	0.035176	True
KCNS1_+_43729736.23-P1P2|KCNS1_+_43729714.23-P1P2	KCNS1	373.66	513.56	373.66	513.56	0.45775	9785.9	2328.8	2.899	0.99813	0.0018718	0.0037436	0.035176	True
FAM69B_-_139607040.23-P1P2|FAM69B_-_139607032.23-P1P2	FAM69B	928.04	683.76	928.04	683.76	-0.44013	29835	7100.9	2.8988	0.001873	0.99813	0.0037459	0.035182	False
GABRA4_-_46995518.23-P1P2|GABRA4_-_46995385.23-P1P2	GABRA4	498.22	331.49	498.22	331.49	-0.58636	13899	3310.6	2.8977	0.0018795	0.99812	0.0037591	0.03529	False
HNMT_+_138722071.23-P1P2|HNMT_-_138722142.23-P1P2	HNMT	93.927	154.37	93.927	154.37	0.71079	1826.5	435.34	2.8967	0.99811	0.0018855	0.0037711	0.035387	True
CCDC18_+_93645968.23-P1P2|CCDC18_+_93646298.23-P1P2	CCDC18	262.38	375.03	262.38	375.03	0.51369	6344.8	1513	2.896	0.99811	0.0018895	0.0037791	0.035447	True
CREB3_-_35732659.23-P1P2|CREB3_+_35732428.23-P1P2	CREB3	375.71	235.51	375.71	235.51	-0.67156	9827.9	2344.4	2.8956	0.0018924	0.99811	0.0037848	0.035485	False
LCE3E_+_152539195.23-P1P2|LCE3E_+_152539178.23-P1P2	LCE3E	251.15	141.5	251.15	141.5	-0.82331	6011.5	1434.5	2.895	0.0018956	0.9981	0.0037911	0.035529	False
FOXK1_+_4722113.23-P1P2|FOXK1_-_4721964.23-P1P2	FOXK1	182.75	273.11	182.75	273.11	0.57702	4082.5	974.53	2.8945	0.9981	0.0018985	0.0037971	0.035569	True
BFSP1_+_17511965.23-P2|BFSP1_-_17511975.23-P2	BFSP1	162.33	246.39	162.33	246.39	0.59901	3533.2	844	2.8935	0.9981	0.0019047	0.0038094	0.035663	True
ARTN_-_44399487.23-P1|ARTN_+_44399657.23-P1	ARTN	106.18	171.19	106.18	171.19	0.68398	2113.1	504.81	2.8934	0.99809	0.0019052	0.0038105	0.035663	True
SERPINA3_+_95078938.23-P1|SERPINA3_-_95078750.23-P1	SERPINA3	417.56	268.16	417.56	268.16	-0.63698	11161	2667.4	2.8928	0.0019092	0.99809	0.0038183	0.035721	False
BCS1L_-_219524504.23-P1P2|BCS1L_-_219524485.23-P1P2	BCS1L	70.445	19.791	70.445	19.791	-1.7809	1282.9	307.79	2.8921	0.0019134	0.99809	0.0038267	0.035784	False
FBXL14_+_1703640.23-P1P2|FBXL14_-_1703695.23-P1P2	FBXL14	57.173	101.92	57.173	101.92	0.82312	1001.2	239.48	2.8916	0.99808	0.0019165	0.003833	0.03582	True
SLC15A2_+_121613317.23-P1P2|SLC15A2_+_121613375.23-P1P2	SLC15A2	290.97	171.19	290.97	171.19	-0.76183	7173.7	1716.2	2.8914	0.0019179	0.99808	0.0038358	0.03582	False
CRIM1_-_36582916.23-P1P2|CRIM1_+_36582954.23-P1P2	CRIM1	121.49	191.97	121.49	191.97	0.65567	2483.4	594.13	2.8913	0.99808	0.001918	0.0038359	0.03582	True
MLNR_+_49794355.23-P1P2|MLNR_+_49794358.23-P1P2	MLNR	672.8	872.76	672.8	872.76	0.37492	19992	4784	2.891	0.99808	0.0019199	0.0038399	0.03582	True
LGI2_+_25032569.23-P1P2|LGI2_+_25032554.23-P1P2	LGI2	333.85	464.09	333.85	464.09	0.474	8481.2	2029.5	2.891	0.99808	0.0019201	0.0038402	0.03582	True
non-targeting_02960|non-targeting_00456	negative_control	242.98	350.29	242.98	350.29	0.52588	5757.5	1377.9	2.8908	0.99808	0.0019212	0.0038425	0.03582	True
KDELR3_-_38864154.23-P1P2|KDELR3_-_38864084.23-P1P2	KDELR3	260.34	148.43	260.34	148.43	-0.80647	6262.1	1498.7	2.8908	0.0019212	0.99808	0.0038425	0.03582	False
MCM3_-_52149354.23-P1P2|MCM3_-_52149307.23-P1P2	MCM3	116.39	185.04	116.39	185.04	0.66435	2356.7	564.07	2.8907	0.99808	0.001922	0.0038441	0.03582	True
FLNB_-_57994166.23-P1P2|FLNB_-_57994160.23-P1P2	FLNB	876.99	1112.2	876.99	1112.2	0.34247	27668	6623.9	2.8903	0.99808	0.0019241	0.0038482	0.035844	True
PXMP4_+_32308091.23-P1P2|PXMP4_-_32308070.23-P1P2	PXMP4	283.82	401.75	283.82	401.75	0.49982	6953.2	1665	2.8901	0.99807	0.0019259	0.0038517	0.035846	True
AP5Z1_-_4815293.23-P1P2|AP5Z1_-_4815338.23-P1P2	AP5Z1	461.47	302.79	461.47	302.79	-0.60625	12588	3014.3	2.89	0.0019259	0.99807	0.0038518	0.035846	False
MAP4K4_+_102314194.23-P1P2|MAP4K4_-_102314371.23-P1P2	MAP4K4	560.5	739.18	560.5	739.18	0.39859	15963	3824.3	2.8893	0.99807	0.0019304	0.0038608	0.035913	True
L3MBTL1_+_42136344.23-P2|L3MBTL1_+_42136365.23-P2	L3MBTL1	312.41	437.37	312.41	437.37	0.48411	7807.8	1871.6	2.8885	0.99806	0.0019356	0.0038712	0.035994	True
APOBEC3F_-_39436896.23-P1P2|APOBEC3F_+_39437128.23-P1P2	APOBEC3F	398.17	253.32	398.17	253.32	-0.65036	10491	2516.7	2.8873	0.0019427	0.99806	0.0038853	0.03611	False
C17orf85_-_3749509.23-P1P2|C17orf85_+_3749530.23-P1P2	C17orf85	145.99	224.62	145.99	224.62	0.61815	3091.2	742.16	2.8862	0.99805	0.0019496	0.0038992	0.036193	True
TBC1D15_-_72233731.23-P1P2|TBC1D15_-_72233567.23-P1P2	TBC1D15	157.22	239.47	157.22	239.47	0.60385	3381.7	811.92	2.8862	0.99805	0.0019496	0.0038992	0.036193	True
non-targeting_02912|non-targeting_00129	negative_control	214.4	313.68	214.4	313.68	0.54688	4928.4	1183.3	2.8862	0.99805	0.0019497	0.0038993	0.036193	True
PKNOX1_+_44394727.23-P1P2|PKNOX1_-_44394704.23-P1P2	PKNOX1	468.61	308.73	468.61	308.73	-0.60045	12781	3071.5	2.8848	0.0019581	0.99804	0.0039163	0.036334	False
EMILIN3_+_39995449.23-P1P2|EMILIN3_-_39995389.23-P1P2	EMILIN3	638.09	831.2	638.09	831.2	0.38092	18646	4483	2.8842	0.99804	0.001962	0.0039241	0.036391	True
THSD4_-_71434140.23-ENST00000261862.6|THSD4_+_71433781.23-ENST00000261862.6	THSD4	257.28	146.45	257.28	146.45	-0.8087	6141.4	1477.2	2.8835	0.0019663	0.99803	0.0039325	0.036453	False
SYT1_-_79258608.23-P1|SYT1_-_79258646.23-P1	SYT1	202.15	297.85	202.15	297.85	0.55689	4579.3	1101.6	2.8834	0.99803	0.0019671	0.0039342	0.036453	True
MROH2A_+_234686959.23-ENST00000389758.3|MROH2A_-_234687412.23-ENST00000389758.3	MROH2A	189.9	282.01	189.9	282.01	0.5681	4243	1021	2.8829	0.99803	0.0019699	0.0039397	0.036489	True
STRADB_+_202316477.23-P1P2|STRADB_-_202316674.23-P1P2	STRADB	227.67	330.5	227.67	330.5	0.53575	5287.2	1273	2.8822	0.99803	0.0019748	0.0039496	0.036564	True
HDDC3_+_91475754.23-P1P2|HDDC3_+_91475701.23-P1P2	HDDC3	306.28	429.45	306.28	429.45	0.48629	7585.6	1827	2.8817	0.99802	0.0019778	0.0039557	0.036604	True
CABP4_+_67219911.23-P1|CABP4_-_67219931.23-P1	CABP4	302.2	180.09	302.2	180.09	-0.74353	7454.8	1797.3	2.8802	0.0019871	0.99801	0.0039742	0.03675	False
A2ML1_+_8975211.23-P1P2|A2ML1_-_8975593.23-P1P2	A2ML1	266.47	153.38	266.47	153.38	-0.7929	6394.6	1541.7	2.8802	0.0019874	0.99801	0.0039748	0.03675	False
ALDOC_+_26903892.23-P1P2|ALDOC_-_26903885.23-P1P2	ALDOC	166.41	251.34	166.41	251.34	0.59195	3606.2	869.83	2.8795	0.99801	0.0019913	0.0039826	0.036806	True
PNKP_-_50370388.23-P1P2|PNKP_-_50370765.23-P1P2	PNKP	221.54	322.59	221.54	322.59	0.54005	5104.6	1231.4	2.8793	0.99801	0.0019925	0.003985	0.036812	True
S100A10_-_151966277.23-P1|S100A10_+_151966307.23-P1	S100A10	288.93	407.68	288.93	407.68	0.4953	7051.7	1701.5	2.879	0.99801	0.0019946	0.0039893	0.036836	True
NDST2_-_75570949.23-P1P2|NDST2_+_75571332.23-P1P2	NDST2	251.15	360.19	251.15	360.19	0.51846	5944.4	1434.5	2.8788	0.998	0.0019957	0.0039915	0.03684	True
ZADH2_+_72921040.23-P1P2|ZADH2_-_72920857.23-P1P2	ZADH2	887.2	1123.1	887.2	1123.1	0.33983	27828	6718.8	2.8781	0.998	0.0020004	0.0040008	0.03691	True
JAKMIP2_+_147162251.23-P1P2|JAKMIP2_+_147162266.23-P1P2	JAKMIP2	330.78	201.86	330.78	201.86	-0.70974	8310.4	2006.8	2.8779	0.0020018	0.998	0.0040035	0.036919	False
YARS2_-_32908772.23-P1P2|YARS2_+_32908426.23-P1P2	YARS2	51.047	9.8953	51.047	9.8953	-2.2561	846.74	209.03	2.8775	0.0020045	0.998	0.004009	0.036954	False
COX18_+_73935406.23-P1P2|COX18_-_73935423.23-P1P2	COX18	321.6	194.94	321.6	194.94	-0.71934	8021.4	1939	2.8764	0.0020111	0.99799	0.0040223	0.03706	False
DMD_-_33229620.23-ENST00000357033.4|DMD_+_33229667.23-ENST00000357033.4	DMD	303.22	181.08	303.22	181.08	-0.74052	7458.7	1804.7	2.875	0.00202	0.99798	0.00404	0.037207	False
CD48_+_160681557.23-P1P2|CD48_+_160681561.23-P1P2	CD48	197.04	290.92	197.04	290.92	0.55977	4406.6	1067.9	2.8728	0.99797	0.0020343	0.0040685	0.037454	True
PIGX_-_196439310.23-P1P2|PIGX_-_196439232.23-P1P2	PIGX	276.68	161.29	276.68	161.29	-0.7748	6656.6	1614	2.872	0.0020393	0.99796	0.0040786	0.037531	False
GPC5_+_92050876.23-P1P2|GPC5_+_92051119.23-P1P2	GPC5	161.31	244.41	161.31	244.41	0.59647	3453.1	837.57	2.8715	0.99796	0.0020425	0.004085	0.037574	True
LMBR1L_+_49504429.23-P1P2|LMBR1L_+_49504232.23-P1P2	LMBR1L	186.83	95.984	186.83	95.984	-0.95363	4126.7	1001	2.8714	0.0020434	0.99796	0.0040869	0.037574	False
AMTN_+_71384334.23-P1P2|AMTN_+_71384355.23-P1P2	AMTN	50.026	91.036	50.026	91.036	0.85097	840.92	204.02	2.8711	0.99795	0.0020456	0.0040912	0.037598	True
SHMT1_-_18266618.23-P1P2|SHMT1_+_18266657.23-P1P2	SHMT1	708.53	503.67	708.53	503.67	-0.49153	20985	5097.5	2.8694	0.0020564	0.99794	0.0041129	0.037781	False
SPANXN3_+_142605292.23-P1P2|SPANXN3_-_142605300.23-P1P2	SPANXN3	72.487	123.69	72.487	123.69	0.7628	1310.9	318.56	2.8688	0.99794	0.00206	0.00412	0.03783	True
CCDC126_+_23637070.23-P1P2|CCDC126_+_23637081.23-P1P2	CCDC126	308.32	431.43	308.32	431.43	0.48336	7577.9	1841.8	2.8686	0.99794	0.0020617	0.0041235	0.037831	True
FABP9_-_82373762.23-P1P2|FABP9_-_82373812.23-P1P2	FABP9	269.53	382.95	269.53	382.95	0.50512	6431.8	1563.4	2.8685	0.99794	0.0020622	0.0041244	0.037831	True
RC3H1_+_173991475.23-P1P2|RC3H1_+_173991478.23-P1P2	RC3H1	235.84	340.4	235.84	340.4	0.52755	5466.3	1328.7	2.8684	0.99794	0.0020627	0.0041254	0.037831	True
FAM171B_+_187559004.23-P1P2|FAM171B_-_187558803.23-P1P2	FAM171B	259.32	370.08	259.32	370.08	0.51146	6134.3	1491.5	2.868	0.99793	0.0020653	0.0041305	0.037862	True
CCDC170_+_151815206.23-P1P2|CCDC170_+_151815244.23-P1P2	CCDC170	360.39	495.75	360.39	495.75	0.45896	9161.2	2228.2	2.8676	0.99793	0.0020682	0.0041364	0.037887	True
COG1_+_71189215.23-P1P2|COG1_-_71189243.23-P1P2	COG1	32.67	2.9686	32.67	2.9686	-3.0848	441.09	122.55	2.8675	0.0020684	0.99793	0.0041369	0.037887	False
PTRF_-_40575195.23-P1P2|PTRF_+_40575239.23-P1P2	PTRF	493.11	657.04	493.11	657.04	0.41334	13437	3269.2	2.8671	0.99793	0.0020714	0.0041427	0.037913	True
KIAA0586_+_58894671.23-P1P2|KIAA0586_+_58894453.23-P1P2	KIAA0586	214.4	115.77	214.4	115.77	-0.88328	4863.3	1183.3	2.867	0.0020716	0.99793	0.0041432	0.037913	False
non-targeting_02034|non-targeting_02136	negative_control	83.717	139.52	83.717	139.52	0.73008	1557.1	378.92	2.8668	0.99793	0.002073	0.0041459	0.037916	True
PTPLB_+_123303870.23-P1P2|PTPLB_+_123303889.23-P1P2	PTPLB	323.64	196.92	323.64	196.92	-0.71395	8029.3	1954	2.8667	0.0020736	0.99793	0.0041472	0.037916	False
TGFBI_+_135382071.23-P2|TGFBI_-_135382125.23-P2	TGFBI	312.41	436.38	312.41	436.38	0.48085	7684.6	1871.6	2.8656	0.99792	0.0020811	0.0041622	0.038037	True
MLEC_-_121124969.23-P1|MLEC_-_121124994.23-P1	MLEC	411.44	558.09	411.44	558.09	0.4389	10754	2619.6	2.8653	0.99792	0.0020831	0.0041662	0.038057	True
ANKRD24_+_4198441.23-P1P2|ANKRD24_+_4198444.23-P1P2	ANKRD24	290.97	409.66	290.97	409.66	0.49215	7044.3	1716.2	2.8652	0.99792	0.002084	0.004168	0.038058	True
ATP5J2_+_99063727.23-P1P2|ATP5J2_-_99063736.23-P1P2	ATP5J2	131.7	58.382	131.7	58.382	-1.1601	2687.9	655.08	2.8647	0.0020872	0.99791	0.0041743	0.038099	False
ARNT_+_150849017.23-P1P2|ARNT_+_150849012.23-P1P2	ARNT	98.01	159.31	98.01	159.31	0.69525	1879	458.29	2.8636	0.99791	0.0020943	0.0041887	0.038214	True
OR51A7_+_4928666.23-ENST00000359350.4|OR51A7_+_4928825.23-ENST00000359350.4	OR51A7	68.403	117.75	68.403	117.75	0.7749	1217.7	297.09	2.8632	0.9979	0.0020972	0.0041944	0.03825	True
non-targeting_01499|non-targeting_00356	negative_control	203.17	107.86	203.17	107.86	-0.9073	4541.9	1108.4	2.8628	0.0020995	0.9979	0.004199	0.038275	False
TMTC2_+_83080989.23-P1P2|TMTC2_+_83080996.23-P1P2	TMTC2	195	287.95	195	287.95	0.55998	4320	1054.5	2.8625	0.9979	0.0021016	0.0042031	0.038296	True
KNOP1_-_19729484.23-P1P2|KNOP1_+_19729466.23-P1P2	KNOP1	191.94	283.99	191.94	283.99	0.5628	4237.2	1034.4	2.8623	0.9979	0.0021027	0.0042054	0.038301	True
VPS26A_-_70883991.23-P1P2|VPS26A_-_70884021.23-P1P2	VPS26A	136.81	211.76	136.81	211.76	0.62658	2808.9	685.95	2.8618	0.99789	0.0021062	0.0042125	0.038349	True
PRICKLE4_-_41748564.23-P1P2|PRICKLE4_+_41748570.23-P1P2	PRICKLE4	223.59	324.56	223.59	324.56	0.53567	5098.3	1245.2	2.8615	0.99789	0.0021079	0.0042159	0.038363	True
GLYATL2_-_58612130.23-P1P2|GLYATL2_+_58611924.23-P1P2	GLYATL2	123.53	193.95	123.53	193.95	0.64654	2479	606.23	2.8598	0.99788	0.0021196	0.0042392	0.038538	True
CYP3A7_+_99332741.23-P1P2|CYP3A7_-_99332662.23-P1P2	CYP3A7	123.53	193.95	123.53	193.95	0.64654	2479	606.23	2.8598	0.99788	0.0021196	0.0042392	0.038538	True
ARGLU1_+_107220466.23-P1P2|ARGLU1_-_107220477.23-P1P2	ARGLU1	277.7	392.84	277.7	392.84	0.49892	6629.2	1621.3	2.8597	0.99788	0.0021203	0.0042405	0.038538	True
RAB6B_-_133614561.23-P1P2|RAB6B_-_133614357.23-P1P2	RAB6B	162.33	245.4	162.33	245.4	0.59323	3450.5	844	2.8595	0.99788	0.0021217	0.0042435	0.038549	True
ITFG1_-_47494910.23-P1P2|ITFG1_-_47494935.23-P1P2	ITFG1	32.67	64.319	32.67	64.319	0.95604	500.83	122.55	2.859	0.99787	0.0021286	0.0042572	0.038624	True
ACVR1B_-_52345530.23-P1P2|ACVR1B_+_52345561.23-P1P2	ACVR1B	436.96	588.77	436.96	588.77	0.42934	11522	2819.7	2.8588	0.99787	0.0021262	0.0042524	0.038609	True
HES6_+_239148657.23-P1P2|HES6_-_239148675.23-P1P2	HES6	741.2	531.38	741.2	531.38	-0.47937	22014	5387.5	2.8587	0.0021268	0.99787	0.0042537	0.038609	False
ADH6_-_100140386.23-P1P2|ADH6_+_100140286.23-P1P2	ADH6	118.43	187.02	118.43	187.02	0.65473	2352.4	576.06	2.8578	0.99787	0.0021328	0.0042656	0.038684	True
SPINK4_+_33240217.23-P1P2|SPINK4_+_33240214.23-P1P2	SPINK4	325.68	198.89	325.68	198.89	-0.70864	8037.3	1969.1	2.8572	0.0021371	0.99786	0.0042742	0.038746	False
MACROD2_-_13976174.23-P1P2|MACROD2_-_13976166.23-P1P2	MACROD2	274.63	388.88	274.63	388.88	0.50029	6526.6	1599.5	2.8567	0.99786	0.0021404	0.0042807	0.038788	True
