sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
ENTPD4_-_23315144.23-P1P2|ENTPD4_+_23315104.23-P1P2	ENTPD4	9989.7/8266.3/6947.1	5328.4/6284.6/8624.9	8266.3	6284.6	-0.39537	2.3553e+06	7.6643e+05	2.2636	0.011799	0.9882	0.023598	0.09437	False
PPP2R5E_+_64010030.23-P1P2|PPP2R5E_-_64010065.23-P1P2	PPP2R5E	1648.8/1694.1/1684.4	2777.5/2053.3/2541.5	1684.4	2541.5	0.5932	679.69	1.4341e+05	2.2635	0.9882	0.011803	0.023605	0.094381	True
PAXIP1_+_154794632.23-P1P2|PAXIP1_+_154794593.23-P1P2	PAXIP1	4416.1/2998.3/3468.7	7338/3873.8/4722.7	3468.7	4722.7	0.44511	5.5938e+05	3.0698e+05	2.2633	0.98819	0.011807	0.023614	0.094399	True
BCL3_+_45251993.23-P1P2|BCL3_+_45252011.23-P1P2	BCL3	1875.3/2303.9/1868.2	3409.2/2782/2707.8	1875.3	2782	0.56875	91892	1.6058e+05	2.2626	0.98817	0.011829	0.023657	0.094554	True
PLEKHG7_-_93130345.23-ENST00000344636.3|PLEKHG7_+_93130441.23-ENST00000344636.3	PLEKHG7	2473.7/2293.6/2149.8	1232.4/1285.5/1743	2293.6	1285.5	-0.83477	26552	1.9853e+05	2.2624	0.011835	0.98816	0.02367	0.094587	False
A2ML1_+_8975211.23-P1P2|A2ML1_-_8975593.23-P1P2	A2ML1	2799/4404.6/2550.7	3957.9/3516.4/3918.5	2799	3918.5	0.48526	1.3198e+06	2.4487e+05	2.2624	0.98816	0.011837	0.023675	0.094588	True
BBOX1_-_27062990.23-P2|BBOX1_+_27062979.23-P2	BBOX1	2140.9/3256.6/1220	539.29/1169.1/2451.2	2140.9	1169.1	-0.87233	1.0464e+06	1.8463e+05	2.2618	0.011855	0.98815	0.02371	0.094711	False
IL1R1_-_102759260.23-P1P2|IL1R1_-_102759226.23-P1P2	IL1R1	13533/13233/14018	14373/16101/16274	13533	16101	0.25056	1.6249e+05	1.2884e+06	2.2616	0.98814	0.011861	0.023722	0.094742	True
SYAP1_-_16737806.23-P1P2|SYAP1_+_16737791.23-P1P2	SYAP1	3888.5/2712.1/2301.4	3494.4/4300.4/3812.8	2712.1	3812.8	0.49128	7.7634e+05	2.3687e+05	2.2615	0.98814	0.011863	0.023727	0.094742	True
CXCL14_+_134914610.23-P1P2|CXCL14_-_134914629.23-P1P2	CXCL14	929.26/1236.5/885.72	1644.9/1555.3/1025.3	929.26	1555.3	0.74241	48138	76635	2.2614	0.98813	0.011871	0.023742	0.094787	True
DCDC2_-_24358151.23-P1P2|DCDC2_+_24357970.23-P1P2	DCDC2	2503.5/3331.5/2450.8	1448.5/3133.6/1221.3	2503.5	1448.5	-0.78898	3.4421e+05	2.1772e+05	2.261	0.011878	0.98812	0.023757	0.094809	False
SYT17_+_19179623.23-P1P2|SYT17_+_19179637.23-P1P2	SYT17	5379.8/6516.4/4639.3	7963.5/6957.9/5780.7	5379.8	6957.9	0.37103	9.2009e+05	4.8745e+05	2.2603	0.9881	0.011903	0.023805	0.094984	True
PEX26_+_18560795.23-P1P2|PEX26_+_18560801.23-P1P2	PEX26	1988.1/1478/1618.8	1451.6/2871.9/2457	1618.8	2457	0.60165	78088	1.3753e+05	2.2601	0.98809	0.011906	0.023813	0.094995	True
DAPK2_-_64338687.23-P1P2|DAPK2_+_64338395.23-P1P2	DAPK2	6591.5/5491.2/7498.5	3003/4835.3/4959.1	6591.5	4835.3	-0.44691	1.0167e+06	6.0377e+05	2.2601	0.011908	0.98809	0.023817	0.094995	False
non-targeting_03205|non-targeting_01589	negative_control	4525.1/4450.8/3926.6	2469.9/3023/3585.1	4450.8	3023	-0.55796	1.4015e+05	3.9919e+05	2.2599	0.011913	0.98809	0.023826	0.095014	False
CYP3A5_+_99277556.23-P1P2|CYP3A5_+_99277143.23-P1P2	CYP3A5	2260.2/3950.2/2198.2	2769.2/3464.5/3259.3	2260.2	3259.3	0.5279	1.4299e+06	1.9549e+05	2.2597	0.98808	0.011921	0.023843	0.095064	True
WFS1_+_6271634.23-P1P2|WFS1_+_6271569.23-P1P2	WFS1	4023.7/5859.5/2608.8	5377.3/6337.6/5227.2	4023.7	5377.3	0.41827	2.686e+06	3.5894e+05	2.2593	0.98807	0.011932	0.023863	0.095117	True
IL23R_-_67632177.23-P1P2|IL23R_-_67632185.23-P1P2	IL23R	1564/1558.5/1888.6	2386.8/1276.3/2495.4	1564	2386.8	0.60952	52704	1.3263e+05	2.2593	0.98807	0.011933	0.023865	0.095117	True
ERBB3_+_56474016.23-P1P2|ERBB3_-_56474009.23-P1P2	ERBB3	5234.4/6196.7/6666.6	4737.2/3622.5/4497.9	6196.7	4497.9	-0.46216	5.7338e+05	5.6573e+05	2.2586	0.011954	0.98805	0.023909	0.095272	False
non-targeting_00367|non-targeting_03658	negative_control	3655.5/4972.2/2479.8	2369.1/1971.5/2777.9	3655.5	2369.1	-0.62551	1.558e+06	3.2442e+05	2.2585	0.011957	0.98804	0.023914	0.095278	False
SPATA12_+_57094738.23-P1P2|SPATA12_+_57094749.23-P1P2	SPATA12	3252.9/3622.5/1738.1	2326.5/4544.8/4462.3	3252.9	4462.3	0.45597	1.2155e+06	2.8689e+05	2.2581	0.98803	0.01197	0.02394	0.095362	True
CD38_+_15779985.23-P1P2|CD38_+_15779997.23-P1P2	CD38	3206.3/2991.1/3348.3	5152.8/4406.5/4123.2	3206.3	4406.5	0.4586	33233	2.8256e+05	2.2579	0.98802	0.011977	0.023955	0.095402	True
TFCP2_+_51566834.23-P1P2|TFCP2_+_51566642.23-P1P2	TFCP2	7793.8/6750.8/9089.4	7072/5877.6/5446.3	7793.8	5877.6	-0.40705	1.3832e+06	7.2035e+05	2.2578	0.01198	0.98802	0.02396	0.095405	False
OR5P3_+_7847513.23-ENST00000328375.1|OR5P3_-_7847499.23-ENST00000328375.1	OR5P3	897.57/1635.9/955.59	1729/1589.9/1071.4	955.59	1589.9	0.73385	2.3308e+05	78924	2.2578	0.98802	0.011984	0.023968	0.095421	True
FDXR_+_72868908.23-P1P2|FDXR_+_72869065.23-P1P2	FDXR	3227.7/3237.5/3384.9	2479.3/2031.4/1688.3	3237.5	2031.4	-0.6721	10912	2.8546e+05	2.2573	0.011995	0.988	0.023991	0.095492	False
IPMK_-_60027394.23-P1P2|IPMK_+_60027626.23-P1P2	IPMK	7052.8/7985.6/8667	6045.4/6225.8/5940.2	7985.6	6045.4	-0.40151	6.6714e+05	7.3904e+05	2.257	0.012006	0.98799	0.024011	0.095556	False
SLC35E1_+_16683192.23-P1P2|SLC35E1_+_16683168.23-P1P2	SLC35E1	3847.5/3742.1/4148.1	4187.5/5167.4/7222	3847.5	5167.4	0.42541	50718	3.424e+05	2.2556	0.98795	0.012048	0.024095	0.095856	True
PPP4C_-_30087373.23-P1P2|PPP4C_-_30087361.23-P1P2	PPP4C	864.01/1031.6/895.4	1507.7/1372/1911.2	895.4	1507.7	0.75111	9766.7	73695	2.2556	0.98795	0.012055	0.024109	0.095872	True
MFSD6L_+_8702559.23-P1P2|MFSD6L_-_8702552.23-P1P2	MFSD6L	11320/11980/12351	10495/9579.6/7071.1	11980	9579.6	-0.32261	2.8676e+05	1.1331e+06	2.2554	0.012054	0.98795	0.024108	0.095872	False
NFXL1_-_47916548.23-P1P2|NFXL1_-_47916598.23-P1P2	NFXL1	3241.7/3945.4/4099.7	2608.1/3103.7/2283.1	3945.4	2608.1	-0.59698	2.595e+05	3.5158e+05	2.2553	0.012056	0.98794	0.024113	0.095872	False
CDH20_+_59000736.23-P1P2|CDH20_-_59000742.23-P1P2	CDH20	6043.4/5287.9/6814.9	4738.2/4369.6/4103	6043.4	4369.6	-0.46779	5.83e+05	5.51e+05	2.255	0.012067	0.98793	0.024133	0.095931	False
VPS33B_+_91565735.23-P1P2|VPS33B_+_91565597.23-P1P2	VPS33B	6040.6/4666.1/6335.5	4980.3/3762/4367.2	6040.6	4367.2	-0.4679	9.882e+05	5.5073e+05	2.2549	0.012068	0.98793	0.024137	0.095931	False
STAM_+_17686407.23-P1P2|STAM_+_17686220.23-P1P2	STAM	5760.1/5818/5434.7	4128.3/4054.8/4736.2	5760.1	4128.3	-0.48045	54613	5.2382e+05	2.2546	0.012078	0.98792	0.024155	0.095987	False
C1orf110_-_162838604.23-P2|C1orf110_+_162838550.23-P2	C1orf110	4940.8/5330.1/5991.5	4596.9/7528.6/6896.3	5330.1	6896.3	0.37158	2.945e+05	4.827e+05	2.2542	0.98791	0.012093	0.024186	0.096091	True
UBA7_-_49847739.23-P2|UBA7_-_49847786.23-P2	UBA7	7298/9812.8/5110.1	5450/4237/6118.9	7298	5450	-0.42117	5.5557e+06	6.7215e+05	2.2541	0.012096	0.9879	0.024193	0.096099	False
COQ5_+_120966966.23-P1P2|COQ5_-_120966902.23-P1P2	COQ5	3108.4/4524.2/4305	3150.5/2493.8/2905.7	4305	2905.7	-0.56696	7.3994e+05	3.8543e+05	2.2539	0.012101	0.9879	0.024203	0.096112	False
MDFI_-_41606233.23-P1P2|MDFI_-_41605029.23-P1P2	MDFI	5294.1/4257.9/4177.1	4165.7/7431.7/5649	4257.9	5649	0.40778	5.4009e+05	3.8099e+05	2.2538	0.9879	0.012104	0.024208	0.096112	True
LY96_+_74903968.23-P1P2|LY96_+_74903948.23-P1P2	LY96	2449.4/2529.5/2614.2	3586.9/5679.3/3345.8	2529.5	3586.9	0.5037	6789.2	2.2011e+05	2.2538	0.9879	0.012105	0.024209	0.096112	True
LTA4H_-_96429373.23-P1P2|LTA4H_-_96429293.23-P1P2	LTA4H	1077.5/1423/755.66	1751.9/1456.1/1842	1077.5	1751.9	0.70078	1.1148e+05	89563	2.2536	0.98789	0.012112	0.024224	0.096152	True
HCN3_+_155247271.23-P1P2|HCN3_+_155247262.23-P1P2	HCN3	2730/3820.2/3499.9	2932.3/2204.4/2245.6	3499.9	2245.6	-0.63999	3.4768e+05	3.0989e+05	2.2532	0.012123	0.98788	0.024246	0.096222	False
DBI_-_120125881.23-P2|DBI_-_120125842.23-P2	DBI	4437.5/4534.5/2634.6	3016.5/4533.3/2943.2	4437.5	3016.5	-0.55674	1.63e+06	3.9794e+05	2.2527	0.01214	0.98786	0.024279	0.096336	False
MIOX_-_50925338.23-P1P2|MIOX_+_50925406.23-P1P2	MIOX	3110.3/2654.7/4182.5	4288.3/3127.9/4523.8	3110.3	4288.3	0.46324	6.7856e+05	2.7365e+05	2.252	0.98784	0.012162	0.024325	0.096498	True
NIPAL2_+_99306418.23-P1P2|NIPAL2_+_99306415.23-P1P2	NIPAL2	5414.3/3597.8/5049.9	6983.7/6570.5/6278.4	5049.9	6570.5	0.37968	1.1207e+06	4.56e+05	2.2518	0.98783	0.012168	0.024336	0.096516	True
AIM1L_+_26662903.23-P2|AIM1L_+_26662898.23-P2	AIM1L	3890.4/5103.7/4087.9	2692.3/6117.4/5448.2	4087.9	5448.2	0.41435	5.3549e+05	3.6497e+05	2.2517	0.98783	0.012169	0.024338	0.096516	True
"TMEM236_-_18041241.23-ENST00000457860.1,ENST00000480516.1|TMEM236_-_18041275.23-ENST00000457860.1,ENST00000480516.1"	TMEM236	5393.8/3226.3/5773.3	3208.7/3819.6/3896.4	5393.8	3819.6	-0.49776	2.421e+06	4.8878e+05	2.2516	0.012173	0.98783	0.024346	0.096528	False
LOC402160_+_2420703.23-P1P2|LOC402160_-_2420770.23-P1P2	LOC402160	3274.3/4014.7/2598	3075.7/4526.4/4484.4	3274.3	4484.4	0.45362	5.0279e+05	2.8888e+05	2.2515	0.98782	0.012176	0.024352	0.096528	True
ZNF311_-_28973132.23-P1P2|ZNF311_+_28973348.23-P1P2	ZNF311	3406.7/2396.4/2548.6	2587.3/3720.5/3609.1	2548.6	3609.1	0.50176	3.7971e+05	2.2185e+05	2.2515	0.98782	0.012177	0.024355	0.096528	True
MAPK14_+_35995582.23-P1P2|MAPK14_-_35995742.23-P1P2	MAPK14	1416.7/2105.4/1766.1	2551/2640.2/2785.6	1766.1	2640.2	0.57983	1.186e+05	1.5074e+05	2.2514	0.98782	0.01218	0.024361	0.096534	True
FAM167B_+_32712870.23-P1P2|FAM167B_+_32713257.23-P1P2	FAM167B	6268.1/6012.5/3347.3	4346.5/4195.5/4869.8	6012.5	4346.5	-0.46803	3.5845e+06	5.4803e+05	2.2505	0.012207	0.98779	0.024415	0.09673	False
C17orf50_+_34087917.23-P1P2|C17orf50_-_34087933.23-P1P2	C17orf50	2744/1596.8/2636.7	933.1/1858.5/1557.6	2636.7	1557.6	-0.75906	5.4648e+05	2.2995e+05	2.2504	0.01221	0.98779	0.02442	0.096734	False
BTD_-_15643491.23-P1P2|BTD_+_15643742.23-P1P2	BTD	1829.6/1987.4/2217.5	2283.9/4544.8/2917.2	1987.4	2917.2	0.55346	38923	1.7071e+05	2.2504	0.98779	0.012213	0.024425	0.096736	True
NT5C_+_73127807.23-P1P2|NT5C_-_73127712.23-P1P2	NT5C	6281.1/6927.7/6295.7	8002/7625.4/8060.9	6295.7	8002	0.34594	1.9984e+05	5.7526e+05	2.2497	0.98776	0.012235	0.02447	0.096896	True
REPIN1_+_150066709.23-P1P2|REPIN1_-_150065974.23-P1P2	REPIN1	6423.7/4852.6/5987.2	5155.9/4325.8/4014.6	5987.2	4325.8	-0.46884	7.3893e+05	5.456e+05	2.2493	0.012246	0.98775	0.024491	0.096961	False
MAPT_-_43972322.23-P1P2|MAPT_+_43972376.23-P1P2	MAPT	3522.2/7185.2/5444.4	2661.1/3864.6/4318.2	5444.4	3864.6	-0.49435	3.3626e+06	4.9361e+05	2.2486	0.012269	0.98773	0.024538	0.097122	False
PGLS_+_17622441.23-P1P2|PGLS_-_17622511.23-P1P2	PGLS	5891.5/5810.9/6173.2	4244.7/3616.7/4714.1	5891.5	4244.7	-0.47289	42920	5.3642e+05	2.2485	0.012271	0.98773	0.024541	0.097122	False
PLN_+_118869499.23-P1P2|PLN_+_118869486.23-P1P2	PLN	3057.1/4387.8/3438.6	4982.4/4678.5/3278.5	3438.6	4678.5	0.44412	5.2327e+05	3.0417e+05	2.2482	0.98772	0.012282	0.024563	0.097193	True
LOC100996693_+_220360918.23-NM_001286811|LOC100996693_+_220360929.23-NM_001286811	LOC100996693	5607.2/5671.3/4461.9	3819.7/5604.3/4003	5607.2	4003	-0.48609	6.5792e+05	5.0918e+05	2.2481	0.012284	0.98772	0.024568	0.097193	False
HSPBAP1_+_122512633.23-P1P2|HSPBAP1_+_122512602.23-P1P2	HSPBAP1	4516.7/5189.8/3013	3351/2772.8/3085.4	4516.7	3085.4	-0.54967	1.3572e+06	4.0543e+05	2.2479	0.01229	0.98771	0.02458	0.097221	False
SPTLC3_-_12989642.23-P1P2|SPTLC3_+_12989588.23-P1P2	SPTLC3	4678/3224.7/4424.3	2603.9/3074.8/3008.5	4424.3	3008.5	-0.55624	7.5169e+05	3.9669e+05	2.2479	0.012292	0.98771	0.024585	0.097223	False
ITIH2_+_7745352.23-P1P2|ITIH2_+_7745314.23-P1P2	ITIH2	2291.9/1452.5/1242.6	2898/1350.1/2239.8	1452.5	2239.8	0.62448	3.7433e+05	1.2269e+05	2.2477	0.9877	0.012297	0.024594	0.097243	True
FFAR3_-_35849335.23-P1P2|FFAR3_+_35849361.23-P1P2	FFAR3	4931.5/4220.4/5814.2	7412.8/6168.1/6430.2	4931.5	6430.2	0.38278	6.4236e+05	4.4475e+05	2.2473	0.98769	0.012309	0.024618	0.097318	True
KCNT1_+_138628554.23-P1|KCNT1_-_138628515.23-P1	KCNT1	5734.9/6604.9/5587.4	5131/4112.5/2987.4	5734.9	4112.5	-0.47967	3.893e+05	5.2141e+05	2.2469	0.012323	0.98768	0.024645	0.097404	False
PLEKHA1_-_124134214.23-P1P2|PLEKHA1_+_124134185.23-P1P2	PLEKHA1	1633.9/1486.8/1561.8	2379.5/2711.7/2336.9	1561.8	2379.5	0.6071	5411.5	1.3244e+05	2.2469	0.98768	0.012325	0.024649	0.097404	True
BMP2K_-_79697740.23-P1P2|BMP2K_+_79697485.23-P1P2	BMP2K	68.972/7.9721/133.29	134.04/0/2.8827	68.972	2.8827	-4.1717	3928.8	4949.1	2.2468	0.012327	0.98767	0.024653	0.097404	False
STIM2_+_26862589.23-P1P2|STIM2_-_26862609.23-P1P2	STIM2	3263.1/3109.1/3245.1	2271.4/4551.7/4447	3245.1	4447	0.45442	9412.6	2.8617e+05	2.2466	0.98767	0.012332	0.024663	0.097425	True
SYN2_+_12045864.23-P1P2|SYN2_+_12045867.23-P1P2	SYN2	3976.1/3270.2/2360.5	3169.2/4476.8/4510.4	3270.2	4476.8	0.45299	6.6295e+05	2.8849e+05	2.2465	0.98766	0.012336	0.024672	0.09744	True
PNMA5_-_152162637.23-P1P2|PNMA5_+_152162644.23-P1P2	PNMA5	3688.1/2975.2/2649.6	4700.8/3675.5/4123.2	2975.2	4123.2	0.47063	3.0714e+05	2.6114e+05	2.2464	0.98766	0.012339	0.024678	0.097446	True
HLA-DQA2_+_32709257.23-P1P2|HLA-DQA2_-_32709561.23-P1P2	HLA-DQA2	5570.9/4853.4/5597	3973.5/4185.1/3767.6	5570.9	3973.5	-0.48741	2.5773e+05	5.057e+05	2.2463	0.012342	0.98766	0.024684	0.097451	False
LRRC59_-_48469832.23-P2|LRRC59_+_48469826.23-P2	LRRC59	3962.2/2993.5/2976.4	4144.9/4661.3/4118.3	2993.5	4144.9	0.46936	4.6928e+05	2.6284e+05	2.2458	0.98764	0.012358	0.024715	0.097557	True
SPANXN1_-_144329032.23-P1P2|SPANXN1_+_144329024.23-P1P2	SPANXN1	5123.5/3622.5/4289.9	5696.3/5681.6/4406.6	4289.9	5681.6	0.40525	5.7014e+05	3.8401e+05	2.2457	0.98764	0.012361	0.024721	0.097564	True
BDH2_+_104020889.23-P1P2|BDH2_+_104020886.23-P1P2	BDH2	2118.6/2059.2/2009	4296.6/3004.5/2818.3	2059.2	3004.5	0.54483	3022	1.7721e+05	2.2456	0.98763	0.012366	0.024731	0.097585	True
LSM12_-_42143977.23-P1P2|LSM12_+_42143951.23-P1P2	LSM12	441.79/641.75/337.52	965.31/770.15/861.91	441.79	861.91	0.96258	25428	35012	2.2452	0.98751	0.01249	0.02498	0.09833	True
KRTAP4-4_-_39316670.23-P1P2|KRTAP4-4_-_39316681.23-P1P2	KRTAP4-4	4012.5/3974.1/4857.5	5355.4/5408.3/3297.8	4012.5	5355.4	0.41642	3.5775e+05	3.5789e+05	2.2449	0.98761	0.012389	0.024777	0.097736	True
BET1L_+_207330.23-P1P2|BET1L_-_207381.23-P1P2	BET1L	6406/5491.2/8502.5	7435.7/9737.6/8124.3	6406	8124.3	0.34277	2.6161e+06	5.8588e+05	2.2448	0.98761	0.012389	0.024779	0.097736	True
WBSCR17_+_70596891.23-P1P2|WBSCR17_+_70597385.23-P1P2	WBSCR17	7067.8/6430.3/6975.1	10300/7141.2/8771.9	6975.1	8771.9	0.33064	1.5268e+05	6.4085e+05	2.2446	0.9876	0.012398	0.024795	0.097783	True
TMEM243_+_86849016.23-P1P2|TMEM243_-_86848969.23-P1P2	TMEM243	8779.9/8188.9/6305.4	6711.5/4760.4/6234.2	8188.9	6234.2	-0.39341	1.9485e+06	7.5888e+05	2.2439	0.01242	0.98758	0.02484	0.097944	False
ACACA_-_35716041.23-P1P2|ACACA_-_35716002.23-P1P2	ACACA	1162.3/1522.7/585.82	1861/1554.1/2384	1162.3	1861	0.67867	2.3109e+05	97007	2.2434	0.98756	0.012436	0.024873	0.098052	True
TMEM177_-_120436825.23-P1P2|TMEM177_-_120436792.23-P1P2	TMEM177	4596.9/5373.2/4608.1	4738.2/6392.9/6051.6	4608.1	6051.6	0.39308	2.9273e+05	4.1407e+05	2.2433	0.98756	0.012439	0.024878	0.098054	True
PINLYP_+_44081398.23-ENST00000599207.1|PINLYP_-_44081357.23-ENST00000599207.1	PINLYP	4266/3715.8/3123.7	2128/3150.9/2427.2	3715.8	2427.2	-0.61418	3.2667e+05	3.3006e+05	2.243	0.01245	0.98755	0.0249	0.098115	False
CHST6_-_75529308.23-P1P2|CHST6_-_75529340.23-P1P2	CHST6	6031.3/4639.8/6762.2	2742.1/4837.6/4368.2	6031.3	4368.2	-0.46535	1.2353e+06	5.4984e+05	2.2429	0.012451	0.98755	0.024902	0.098115	False
C2_-_31895533.23-P1|C2_-_31895544.23-P1	C2	1306.7/608.27/1941.3	1670.8/2108.7/2049.6	1306.7	2049.6	0.64895	4.4525e+05	1.0975e+05	2.2422	0.98753	0.012473	0.024947	0.098272	True
CCIN_+_36169457.23-P1P2|CCIN_+_36169418.23-P1P2	CCIN	4561.5/5749.5/6108.7	4128.3/3703.2/4641.1	5749.5	4128.3	-0.47779	7.7019e+05	5.228e+05	2.2422	0.012476	0.98752	0.024951	0.098272	False
C10orf95_-_104211185.23-P1P2|C10orf95_+_104211193.23-P1P2	C10orf95	8135/7894/8965.8	6188.8/6635/5768.2	8135	6188.8	-0.39442	3.7417e+05	7.5361e+05	2.2419	0.012485	0.98751	0.02497	0.098319	False
MRC2_+_60705091.23-P1P2|MRC2_-_60705073.23-P1P2	MRC2	3946.3/3798.7/5225.1	6047.5/5275.8/3488	3946.3	5275.8	0.41878	8.2855e+05	3.5167e+05	2.2418	0.98751	0.012486	0.024973	0.098319	True
RSPO2_-_109095793.23-P1P2|RSPO2_-_109095790.23-P1P2	RSPO2	1140.8/1234.9/2235.8	1955.6/2019.9/1572	1234.9	1955.6	0.66278	5.0535e+05	1.034e+05	2.2412	0.98749	0.012507	0.025015	0.09845	True
NTRK1_+_156830696.23-P1P2|NTRK1_-_156830714.23-P1P2	NTRK1	25605/25118/25444	20626/21897/23125	25444	21897	-0.21656	66020	2.5058e+06	2.2405	0.012529	0.98747	0.025057	0.098598	False
FEZF1_+_121944535.23-P1P2|FEZF1_+_121944531.23-P1P2	FEZF1	2794.3/3402.5/3796.6	4631.2/4079/4735.2	3402.5	4631.2	0.44468	2.626e+05	3.0081e+05	2.2403	0.98746	0.012536	0.025071	0.098635	True
SAP25_+_100171279.23-P1P2|SAP25_+_100171269.23-P1P2	SAP25	2016/1257.2/1947.7	1998.2/3176.3/2863.4	1947.7	2863.4	0.55572	2.4075e+05	1.6712e+05	2.2399	0.98745	0.012547	0.025094	0.09869	True
ALG6_+_63833373.23-P1P2|ALG6_-_63833380.23-P1P2	ALG6	2915.5/3435.2/2949.5	882.18/1810.1/1979.4	2949.5	1810.1	-0.70413	1.185e+05	2.5877e+05	2.2399	0.012547	0.98745	0.025095	0.09869	False
FASTKD3_-_7868935.23-P1P2|FASTKD3_-_7869117.23-P1P2	FASTKD3	4518.6/4888.5/2299.2	3953.7/887.75/3092.1	4518.6	3092.1	-0.54713	2.5312e+06	4.056e+05	2.2398	0.012551	0.98745	0.025103	0.098704	False
non-targeting_02260|non-targeting_02349	negative_control	2941.6/2205.1/3316.1	1803.9/2750.9/1497.1	2941.6	1803.9	-0.70519	3.4133e+05	2.5804e+05	2.2397	0.012555	0.98744	0.02511	0.098715	False
LAMA3_-_21269614.23-ENST00000313654.9|LAMA3_-_21269861.23-ENST00000313654.9	LAMA3	672.94/1369.6/941.62	1565.9/1654.4/1348.1	941.62	1565.9	0.73317	1.2768e+05	77709	2.2395	0.98743	0.012567	0.025134	0.09879	True
GPR179_+_36499799.23-P1P2|GPR179_+_36499764.23-P1P2	GPR179	3102.8/3404.9/3209.7	4400.5/4923/4303.8	3209.7	4400.5	0.45513	24764	2.8287e+05	2.2391	0.98742	0.012576	0.025152	0.098845	True
IQCF3_-_51863495.23-P2|IQCF3_+_51863453.23-P2	IQCF3	1219.1/573.99/415.99	1054.7/1094.1/175.84	573.99	1054.7	0.87655	2.2058e+05	46131	2.238	0.98734	0.012658	0.025316	0.099376	True
JAG1_+_10654608.23-P1P2|JAG1_+_10654631.23-P1P2	JAG1	3142/5010.5/3251.6	2053.2/1523/2069.7	3251.6	2053.2	-0.66299	1.5528e+06	2.8677e+05	2.2378	0.012617	0.98738	0.025235	0.09915	False
RELN_+_103630074.23-P1P2|RELN_+_103630071.23-P1P2	RELN	4441.2/4148.7/6085	4871.2/5853.4/6634.9	4441.2	5853.4	0.39823	1.3938e+06	3.9829e+05	2.2376	0.98738	0.012625	0.025249	0.099188	True
GANC_-_42565457.23-P1P2|GANC_+_42565639.23-P1P2	GANC	2018.8/2619.6/3436.5	3864.4/2966.5/3688.8	2619.6	3688.8	0.49364	5.141e+05	2.2837e+05	2.2374	0.98737	0.012631	0.025262	0.099221	True
OR6V1_+_142749456.23-ENST00000418316.1|OR6V1_+_142749665.23-ENST00000418316.1	OR6V1	3447.7/2954.5/3982.5	2212.2/2041.8/3650.4	3447.7	2212.2	-0.6399	2.6466e+05	3.0502e+05	2.237	0.012643	0.98736	0.025287	0.0993	False
non-targeting_02492|non-targeting_03071	negative_control	4042.3/3962.1/3509.6	2864.8/2286.2/2632.8	3962.1	2632.8	-0.58948	1.0562e+05	3.5316e+05	2.2369	0.012647	0.98735	0.025294	0.099311	False
TRIM25_-_54991362.23-P1P2|TRIM25_+_54991009.23-P1P2	TRIM25	3023.6/1899/1546.8	2495.9/2823.5/2801	1899	2801	0.56048	6.9441e+05	1.6272e+05	2.2362	0.98733	0.012671	0.025341	0.09946	True
MRPL35_+_86426814.23-P1P2|MRPL35_-_86426601.23-P1P2	MRPL35	357.91/742.2/653.54	153.78/152.19/424.71	653.54	153.78	-2.0802	47630	52890	2.2361	0.012673	0.98733	0.025346	0.09946	False
non-targeting_01190|non-targeting_00619	negative_control	3637.8/2378.1/2622.8	3769.8/3691.6/3589.9	2622.8	3691.6	0.49302	5.4509e+05	2.2866e+05	2.2353	0.9873	0.012699	0.025399	0.099648	True
C9orf92_+_16252816.23-ENST00000380683.1|C9orf92_-_16253041.23-ENST00000380683.1	C9orf92	2130.7/2964/1670.4	2856.4/3088.7/4243.3	2130.7	3088.7	0.53547	4.5316e+05	1.837e+05	2.2351	0.9873	0.012704	0.025408	0.099664	True
ADAD2_-_84224870.23-P1P2|ADAD2_+_84224814.23-P1P2	ADAD2	3631.3/2811/2622.8	4724.7/3291.6/3919.4	2811	3919.4	0.47944	3.5417e+05	2.4598e+05	2.235	0.98729	0.012708	0.025417	0.099681	True
CDH17_+_95220792.23-P1|CDH17_+_95220752.23-P1	CDH17	3934.2/4043.4/4373.8	4747.6/5532.9/5385.8	4043.4	5385.8	0.41347	60530	3.608e+05	2.2347	0.98728	0.012718	0.025436	0.09974	True
ACTN4_-_39138358.23-P1P2|ACTN4_-_39138303.23-P1P2	ACTN4	8252.4/6578.6/6957.9	5171.5/4231.2/7360.4	6957.9	5171.5	-0.42798	9.0985e+05	6.3918e+05	2.2343	0.01273	0.98727	0.025461	0.099818	False
UGCG_+_114659059.23-P1P2|UGCG_+_114659529.23-P1P2	UGCG	3419.7/4179/5566.9	4127.2/5544.4/5625	4179	5544.4	0.4078	1.2515e+06	3.7355e+05	2.234	0.98726	0.01274	0.02548	0.099875	True
NOS2_-_26127519.23-P1P2|NOS2_-_26127474.23-P1P2	NOS2	3185.8/3149/5114.4	3024.8/5324.2/4369.1	3185.8	4369.1	0.45559	1.8605e+06	2.8065e+05	2.2338	0.98725	0.012749	0.025499	0.099929	True
CTNNA2_+_79740225.23-P1P2|CTNNA2_-_79740209.23-P1P2	CTNNA2	7406.1/6246.9/8716.4	5561.2/4593.2/5954.6	7406.1	5561.2	-0.41326	1.5303e+06	6.8264e+05	2.233	0.012776	0.98722	0.025552	0.10012	False
