id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
PLEKHB1	1	0.25474	0.26462	1.0	4710	1	-0.18553	0.74526	0.73538	0.984235	13588	0	-0.18553
1-Mar	3	0.25477	0.31911	1.0	4711	1	0.35388	0.58519	0.42472	0.851627	10740	1	0.35388
RAB35	1	0.25479	0.26462	1.0	4712	1	-0.26359	0.74521	0.73538	0.984235	13587	0	-0.26359
LRPPRC	1	0.25483	0.26462	1.0	4713	1	-0.49209	0.74517	0.73538	0.984235	13586	0	-0.49209
CARS2	1	0.25488	0.26462	1.0	4714	1	-0.18087	0.74512	0.73538	0.984235	13585	0	-0.18087
RAI2	1	0.25493	0.26462	1.0	4715	1	-0.25525	0.74507	0.73538	0.984235	13584	0	-0.25525
ADCK5	1	0.25498	0.26462	1.0	4716	1	-0.58098	0.74502	0.73538	0.984235	13583	0	-0.58098
AHSG	1	0.25503	0.26462	1.0	4717	1	-0.15955	0.74497	0.73538	0.984235	13582	0	-0.15955
PSMC3IP	1	0.25512	0.26462	1.0	4718	1	-0.25219	0.74488	0.73538	0.984235	13581	0	-0.25219
GSTA5	1	0.25517	0.26462	1.0	4719	1	-0.16658	0.74483	0.73538	0.984235	13580	0	-0.16658
PER2	1	0.25522	0.26462	1.0	4720	1	-0.2198	0.74478	0.73538	0.984235	13579	0	-0.2198
CSAG2	1	0.25527	0.26462	1.0	4721	1	-0.20488	0.74473	0.73538	0.984235	13578	0	-0.20488
PAQR4	1	0.25531	0.26462	1.0	4722	1	-0.21656	0.74469	0.73538	0.984235	13577	0	-0.21656
ELOF1	1	0.25536	0.26462	1.0	4723	1	-0.145	0.74464	0.73538	0.984235	13576	0	-0.145
OR1L4	1	0.25541	0.26462	1.0	4724	1	-0.25745	0.74459	0.73538	0.984235	13575	0	-0.25745
NAP1L3	1	0.25546	0.26462	1.0	4725	1	-0.16405	0.74454	0.73538	0.984235	13574	0	-0.16405
ANKS4B	1	0.25555	0.2656	1.0	4726	1	-0.26292	0.74445	0.7344	0.984235	13573	0	-0.26292
WWP2	1	0.25565	0.26658	1.0	4727	1	-0.17481	0.74435	0.73342	0.984122	13572	0	-0.17481
RAB5A	1	0.2557	0.26658	1.0	4728	1	-0.17873	0.7443	0.73342	0.984122	13571	0	-0.17873
LRP2	1	0.25574	0.26658	1.0	4729	1	-0.19029	0.74426	0.73342	0.984122	13570	0	-0.19029
PPM1H	1	0.25579	0.26658	1.0	4730	1	-0.25338	0.74421	0.73342	0.984122	13568	0	-0.25338
TACO1	1	0.25589	0.26758	1.0	4731	1	-0.11565	0.74411	0.73242	0.983423	13567	0	-0.11565
ZFP14	1	0.25594	0.26758	1.0	4732	1	-0.16304	0.74406	0.73242	0.983423	13566	0	-0.16304
MASP2	1	0.25598	0.26758	1.0	4733	1	-0.22877	0.74402	0.73242	0.983423	13565	0	-0.22877
MT1A	1	0.25603	0.26758	1.0	4734	1	-0.15769	0.74397	0.73242	0.983423	13564	0	-0.15769
CMA1	1	0.25608	0.26758	1.0	4735	1	-0.15568	0.74392	0.73242	0.983423	13563	0	-0.15568
KIAA0922	1	0.25613	0.26758	1.0	4736	1	-0.16759	0.74387	0.73242	0.983423	13562	0	-0.16759
C2orf54	1	0.25618	0.26758	1.0	4737	1	-0.18311	0.74382	0.73242	0.983423	13561	0	-0.18311
AIF1	1	0.25622	0.26758	1.0	4738	1	-0.16496	0.74378	0.73242	0.983423	13560	0	-0.16496
COQ6	1	0.25627	0.26758	1.0	4739	1	-0.18712	0.74373	0.73242	0.983423	13559	0	-0.18712
ASZ1	1	0.25632	0.26758	1.0	4740	1	-0.20809	0.74368	0.73242	0.983423	13558	0	-0.20809
RGCC	1	0.25637	0.26758	1.0	4741	1	-0.22094	0.74363	0.73242	0.983423	13557	0	-0.22094
C17orf74	1	0.25641	0.26758	1.0	4742	1	-0.18346	0.74359	0.73242	0.983423	13556	0	-0.18346
CYHR1	2	0.25643	0.25212	1.0	4743	1	0.043242	0.4028	0.25055	0.677452	7527	1	0.043242
PSMF1	1	0.25651	0.26758	1.0	4744	1	-0.21673	0.74349	0.73242	0.983423	13555	0	-0.21673
MMP26	2	0.25652	0.25212	1.0	4745	1	-0.1656	0.79616	0.733	0.983846	14480	0	-0.1656
ZNF384	1	0.25656	0.26758	1.0	4746	1	-0.20407	0.74344	0.73242	0.983423	13554	0	-0.20407
LRRC40	1	0.25661	0.26758	1.0	4747	1	-0.16296	0.74339	0.73242	0.983423	13553	0	-0.16296
NET1	1	0.25665	0.26758	1.0	4748	1	-0.21335	0.74335	0.73242	0.983423	13552	0	-0.21335
RBFOX3	1	0.2567	0.26758	1.0	4749	1	-0.18628	0.7433	0.73242	0.983423	13551	0	-0.18628
ERO1LB	1	0.25685	0.26859	1.0	4750	1	-0.18059	0.74315	0.73141	0.983369	13549	0	-0.18059
BICC1	1	0.25689	0.26859	1.0	4751	1	-0.15056	0.74311	0.73141	0.983369	13548	0	-0.15056
RPS6KL1	1	0.25694	0.26859	1.0	4752	1	-0.18428	0.74306	0.73141	0.983369	13547	0	-0.18428
ZNF250	1	0.25704	0.26859	1.0	4753	1	-0.35283	0.74296	0.73141	0.983369	13546	0	-0.35283
EFCAB5	1	0.25708	0.26859	1.0	4754	1	-0.16201	0.74292	0.73141	0.983369	13545	0	-0.16201
SCML2	1	0.25713	0.26859	1.0	4755	1	-0.29324	0.74287	0.73141	0.983369	13544	0	-0.29324
SMIM13	1	0.25718	0.26859	1.0	4756	1	-0.16772	0.74282	0.73141	0.983369	13543	0	-0.16772
ERVMER34-1	1	0.25728	0.26859	1.0	4757	1	-0.17625	0.74272	0.73141	0.983369	13542	0	-0.17625
VDAC1	1	0.25732	0.26859	1.0	4758	1	-0.24111	0.74268	0.73141	0.983369	13541	0	-0.24111
DEFB127	1	0.25742	0.26957	1.0	4759	1	-0.27383	0.74258	0.73043	0.982705	13540	0	-0.27383
ASNSD1	1	0.25747	0.26957	1.0	4760	1	-0.1873	0.74253	0.73043	0.982705	13539	0	-0.1873
CD83	1	0.25752	0.26957	1.0	4761	1	-0.24221	0.74248	0.73043	0.982705	13538	0	-0.24221
LECT2	1	0.25761	0.26957	1.0	4762	1	-0.2219	0.74239	0.73043	0.982705	13537	0	-0.2219
ZNF660	1	0.25766	0.26957	1.0	4763	1	-0.15997	0.74234	0.73043	0.982705	13536	0	-0.15997
ATAD3B	1	0.25771	0.26957	1.0	4764	1	-0.26787	0.74229	0.73043	0.982705	13535	0	-0.26787
TEX35	1	0.25775	0.26957	1.0	4765	1	-0.27966	0.74225	0.73043	0.982705	13534	0	-0.27966
ARL13B	1	0.25785	0.26957	1.0	4766	1	-0.24263	0.74215	0.73043	0.982705	13533	0	-0.24263
PKLR	1	0.2579	0.26957	1.0	4767	1	-0.13945	0.7421	0.73043	0.982705	13532	0	-0.13945
EPHA7	1	0.25795	0.26957	1.0	4768	1	-0.14226	0.74205	0.73043	0.982705	13531	0	-0.14226
FRS3	1	0.25804	0.27051	1.0	4769	1	-0.15807	0.74196	0.72949	0.98223	13530	0	-0.15807
PDIA2	1	0.25809	0.27051	1.0	4770	1	-0.07671	0.74191	0.72949	0.98223	13529	0	-0.07671
OR13C9	1	0.25814	0.27051	1.0	4771	1	-0.19331	0.74186	0.72949	0.98223	13528	0	-0.19331
ZNF415	1	0.25819	0.27051	1.0	4772	1	-0.35864	0.74181	0.72949	0.98223	13527	0	-0.35864
TFAP2B	1	0.25823	0.27051	1.0	4773	1	-0.56002	0.74177	0.72949	0.98223	13526	0	-0.56002
IL6ST	1	0.25828	0.27051	1.0	4774	1	-0.16752	0.74172	0.72949	0.98223	13525	0	-0.16752
ALG10B	1	0.25833	0.27051	1.0	4775	1	-0.19478	0.74167	0.72949	0.98223	13524	0	-0.19478
HEPACAM2	2	0.25833	0.25475	1.0	4776	1	-0.21458	0.80327	0.73704	0.984325	14608	0	-0.21458
RPS29	1	0.25838	0.27051	1.0	4777	1	-0.20127	0.74162	0.72949	0.98223	13523	0	-0.20127
FAM228B	1	0.25843	0.27051	1.0	4778	1	-0.18819	0.74157	0.72949	0.98223	13522	0	-0.18819
PDK4	1	0.25847	0.27051	1.0	4779	1	-0.17583	0.74153	0.72949	0.98223	13521	0	-0.17583
WDR73	1	0.25852	0.27051	1.0	4780	1	-0.33163	0.74148	0.72949	0.98223	13520	0	-0.33163
LRRC28	1	0.25862	0.27051	1.0	4781	1	-0.1602	0.74138	0.72949	0.98223	13519	0	-0.1602
AK2	1	0.25866	0.27051	1.0	4782	1	-0.16866	0.74134	0.72949	0.98223	13518	0	-0.16866
FAM211B	1	0.25871	0.27051	1.0	4783	1	-0.19848	0.74129	0.72949	0.98223	13517	0	-0.19848
OR9A4	1	0.25876	0.27051	1.0	4784	1	-0.23846	0.74124	0.72949	0.98223	13516	0	-0.23846
GPHN	1	0.2589	0.27148	1.0	4785	1	-0.15154	0.7411	0.72852	0.982004	13515	0	-0.15154
GLTPD1	1	0.25895	0.27148	1.0	4786	1	-0.17172	0.74105	0.72852	0.982004	13514	0	-0.17172
TMEM178A	1	0.259	0.27148	1.0	4787	1	-0.099792	0.741	0.72852	0.982004	13513	0	-0.099792
KIAA1377	1	0.25905	0.27148	1.0	4788	1	-0.16506	0.74095	0.72852	0.982004	13512	0	-0.16506
MAN1A1	1	0.2591	0.27148	1.0	4789	1	-0.18146	0.7409	0.72852	0.982004	13511	0	-0.18146
CPXM1	1	0.25919	0.27148	1.0	4790	1	-0.22382	0.74081	0.72852	0.982004	13510	0	-0.22382
POM121C	1	0.25924	0.27148	1.0	4791	1	-0.23944	0.74076	0.72852	0.982004	13509	0	-0.23944
CD2	1	0.25929	0.27148	1.0	4792	1	-0.20526	0.74071	0.72852	0.982004	13508	0	-0.20526
TK2	1	0.25933	0.27148	1.0	4793	1	-0.22576	0.74067	0.72852	0.982004	13507	0	-0.22576
C1orf105	1	0.25938	0.27148	1.0	4794	1	-0.19535	0.74062	0.72852	0.982004	13506	0	-0.19535
MMP15	1	0.25943	0.27148	1.0	4795	1	-0.13607	0.74057	0.72852	0.982004	13505	0	-0.13607
RGS19	1	0.25948	0.27148	1.0	4796	1	-0.25789	0.74052	0.72852	0.982004	13504	0	-0.25789
CST11	1	0.25953	0.27148	1.0	4797	1	-0.15509	0.74047	0.72852	0.982004	13503	0	-0.15509
C1orf192	1	0.25962	0.27148	1.0	4798	1	-0.19657	0.74038	0.72852	0.982004	13502	0	-0.19657
TIMM44	1	0.25967	0.27148	1.0	4799	1	-0.87543	0.74033	0.72852	0.982004	13501	0	-0.87543
SYCP2	1	0.25972	0.27148	1.0	4800	1	-0.16106	0.74028	0.72852	0.982004	13499	0	-0.16106
FOXP1	4	0.25978	0.34477	1.0	4801	2	-0.12217	0.78045	0.63703	0.953335	14223	1	-0.12217
LYPD1	2	0.25982	0.25609	1.0	4802	1	-0.32273	0.89837	0.88242	1.0	16366	0	-0.32273
ALK	1	0.25986	0.27148	1.0	4803	1	-0.20339	0.74014	0.72852	0.982004	13498	0	-0.20339
TRIM61	1	0.25991	0.27148	1.0	4804	1	-0.2709	0.74009	0.72852	0.982004	13497	0	-0.2709
SPO11	1	0.25996	0.27148	1.0	4805	1	-0.17411	0.74004	0.72852	0.982004	13496	0	-0.17411
LMO7	1	0.26005	0.27148	1.0	4806	1	-0.074408	0.73995	0.72852	0.982004	13495	0	-0.074408
ZNF284	1	0.2601	0.27148	1.0	4807	1	-0.17513	0.7399	0.72852	0.982004	13494	0	-0.17513
HLA-DMA	2	0.26014	0.25609	1.0	4808	1	-0.204	0.71825	0.63207	0.948779	13096	0	-0.204
ARMC4	1	0.26015	0.27148	1.0	4809	1	-0.25361	0.73985	0.72852	0.982004	13493	0	-0.25361
DYNC1I1	1	0.2602	0.27148	1.0	4810	1	-0.13811	0.7398	0.72852	0.982004	13492	0	-0.13811
DIRC1	1	0.26024	0.27148	1.0	4811	1	-0.17789	0.73976	0.72852	0.982004	13491	0	-0.17789
SH3PXD2A	1	0.26039	0.27148	1.0	4812	1	-0.29325	0.73961	0.72852	0.982004	13490	0	-0.29325
SPON1	1	0.26044	0.27148	1.0	4813	1	-0.10528	0.73956	0.72852	0.982004	13489	0	-0.10528
MGST1	1	0.26048	0.27148	1.0	4814	1	-0.19114	0.73952	0.72852	0.982004	13488	0	-0.19114
MUC20	1	0.26053	0.27148	1.0	4815	1	-0.13861	0.73947	0.72852	0.982004	13487	0	-0.13861
ZNF556	1	0.26058	0.27148	1.0	4816	1	-0.16661	0.73942	0.72852	0.982004	13486	0	-0.16661
MRAP2	1	0.26063	0.27148	1.0	4817	1	-0.27393	0.73937	0.72852	0.982004	13485	0	-0.27393
VDR	1	0.26067	0.27148	1.0	4818	1	-0.17862	0.73933	0.72852	0.982004	13484	0	-0.17862
SH2D1B	1	0.26072	0.27148	1.0	4819	1	-0.14189	0.73928	0.72852	0.982004	13483	0	-0.14189
NT5C2	1	0.26082	0.27148	1.0	4820	1	-0.16947	0.73918	0.72852	0.982004	13480	0	-0.16947
PITHD1	1	0.26091	0.27148	1.0	4821	1	-0.33787	0.73909	0.72852	0.982004	13479	0	-0.33787
SLC5A7	1	0.26096	0.27148	1.0	4822	1	-0.14702	0.73904	0.72852	0.982004	13477	0	-0.14702
TMEM108	1	0.26106	0.27242	1.0	4823	1	-0.18596	0.73894	0.72758	0.982004	13476	0	-0.18596
MAP3K14	1	0.26111	0.27242	1.0	4824	1	-0.15877	0.73889	0.72758	0.982004	13475	0	-0.15877
MARVELD1	1	0.2612	0.27242	1.0	4825	1	-0.16503	0.7388	0.72758	0.982004	13474	0	-0.16503
PIANP	1	0.26125	0.27242	1.0	4826	1	-0.12703	0.73875	0.72758	0.982004	13473	0	-0.12703
PTBP2	1	0.2613	0.27242	1.0	4827	1	-0.18882	0.7387	0.72758	0.982004	13472	0	-0.18882
SLC26A11	1	0.26135	0.27242	1.0	4828	1	-0.17066	0.73865	0.72758	0.982004	13471	0	-0.17066
OAZ2	1	0.26139	0.27242	1.0	4829	1	-0.21048	0.73861	0.72758	0.982004	13470	0	-0.21048
KIAA1644	1	0.26144	0.27242	1.0	4830	1	-0.17565	0.73856	0.72758	0.982004	13469	0	-0.17565
TLX1NB	1	0.26154	0.27242	1.0	4831	1	-0.13817	0.73846	0.72758	0.982004	13468	0	-0.13817
IQSEC2	2	0.26154	0.25609	1.0	4832	1	-0.025318	0.55371	0.40197	0.830492	10195	1	-0.025318
ST3GAL4	1	0.26158	0.27242	1.0	4833	1	-0.2169	0.73842	0.72758	0.982004	13467	0	-0.2169
ZNF157	1	0.26163	0.27242	1.0	4834	1	-0.25685	0.73837	0.72758	0.982004	13466	0	-0.25685
DMBT1	1	0.26168	0.27242	1.0	4835	1	-0.22898	0.73832	0.72758	0.982004	13465	0	-0.22898
SH3RF2	1	0.26173	0.27242	1.0	4836	1	-0.19416	0.73827	0.72758	0.982004	13464	0	-0.19416
HIST1H2AK	1	0.26178	0.27242	1.0	4837	1	-0.27106	0.73822	0.72758	0.982004	13463	0	-0.27106
TENM3	1	0.26182	0.27242	1.0	4838	1	-0.17226	0.73818	0.72758	0.982004	13462	0	-0.17226
C14orf119	1	0.26192	0.27242	1.0	4839	1	-0.15982	0.73808	0.72758	0.982004	13461	0	-0.15982
LILRA3	1	0.26197	0.27242	1.0	4840	1	-0.15616	0.73803	0.72758	0.982004	13460	0	-0.15616
SLC2A5	1	0.26202	0.27242	1.0	4841	1	-0.26616	0.73798	0.72758	0.982004	13459	0	-0.26616
SSH3	1	0.26206	0.27242	1.0	4842	1	-0.18725	0.73794	0.72758	0.982004	13458	0	-0.18725
ABCA9	1	0.26211	0.27242	1.0	4843	1	-0.18734	0.73789	0.72758	0.982004	13457	0	-0.18734
FOXO1	1	0.26216	0.27242	1.0	4844	1	-0.6279	0.73784	0.72758	0.982004	13456	0	-0.6279
AQP12A	1	0.26221	0.27242	1.0	4845	1	-0.17785	0.73779	0.72758	0.982004	13455	0	-0.17785
BOD1L2	1	0.26225	0.27242	1.0	4846	1	-0.23913	0.73775	0.72758	0.982004	13454	0	-0.23913
SFMBT2	2	0.26228	0.25741	1.0	4847	1	-0.10145	0.63235	0.50301	0.874701	11552	1	-0.10145
NT5DC3	1	0.2623	0.27242	1.0	4848	1	-0.21107	0.7377	0.72758	0.982004	13453	0	-0.21107
MSH2	1	0.26235	0.27242	1.0	4849	1	-0.2213	0.73765	0.72758	0.982004	13452	0	-0.2213
SCN4B	1	0.2624	0.27242	1.0	4850	1	-0.1641	0.7376	0.72758	0.982004	13451	0	-0.1641
11-Mar	1	0.26249	0.27242	1.0	4851	1	-0.14978	0.73751	0.72758	0.982004	13450	0	-0.14978
WHSC1	1	0.26254	0.27242	1.0	4852	1	-0.31306	0.73746	0.72758	0.982004	13449	0	-0.31306
ADCY8	1	0.26259	0.27242	1.0	4853	1	-0.091795	0.73741	0.72758	0.982004	13448	0	-0.091795
SIK3	1	0.26264	0.27242	1.0	4854	1	-0.19834	0.73736	0.72758	0.982004	13447	0	-0.19834
MID1	1	0.26269	0.27242	1.0	4855	1	-0.19671	0.73731	0.72758	0.982004	13446	0	-0.19671
PRDM11	2	0.2627	0.25741	1.0	4856	1	-0.10398	0.48369	0.34274	0.769887	8919	1	-0.10398
HFE	1	0.26283	0.27242	1.0	4857	1	-0.19573	0.73717	0.72758	0.982004	13445	0	-0.19573
NDUFB10	1	0.26288	0.27242	1.0	4858	1	-0.47328	0.73712	0.72758	0.982004	13444	0	-0.47328
ISLR2	1	0.26292	0.27242	1.0	4859	1	-0.18964	0.73708	0.72758	0.982004	13443	0	-0.18964
HAPLN4	2	0.26294	0.25741	1.0	4860	1	0.14906	0.18763	0.13051	0.500825	3740	1	0.14906
FAM218A	1	0.26302	0.27242	1.0	4861	1	-0.15527	0.73698	0.72758	0.982004	13442	0	-0.15527
DCTD	1	0.26307	0.27242	1.0	4862	1	-0.17352	0.73693	0.72758	0.982004	13441	0	-0.17352
PRX	1	0.26312	0.27242	1.0	4863	1	-0.21691	0.73688	0.72758	0.982004	13440	0	-0.21691
PF4	1	0.26316	0.27242	1.0	4864	1	-0.14247	0.73684	0.72758	0.982004	13439	0	-0.14247
ZNF337	1	0.26321	0.27242	1.0	4865	1	-0.17145	0.73679	0.72758	0.982004	13438	0	-0.17145
NKX2-2	1	0.26326	0.27242	1.0	4866	1	-0.28698	0.73674	0.72758	0.982004	13436	0	-0.28698
FUT10	1	0.26336	0.27242	1.0	4867	1	-0.20351	0.73664	0.72758	0.982004	13435	0	-0.20351
CHRAC1	1	0.26345	0.27242	1.0	4868	1	-0.21019	0.73655	0.72758	0.982004	13434	0	-0.21019
RGAG4	1	0.2635	0.27242	1.0	4869	1	-0.12648	0.7365	0.72758	0.982004	13433	0	-0.12648
MSR1	1	0.26355	0.27242	1.0	4870	1	-0.2926	0.73645	0.72758	0.982004	13432	0	-0.2926
TRPM6	1	0.2636	0.27242	1.0	4871	1	-0.2239	0.7364	0.72758	0.982004	13431	0	-0.2239
CCDC107	1	0.26369	0.27242	1.0	4872	1	-0.19064	0.73631	0.72758	0.982004	13430	0	-0.19064
OR6C70	1	0.26374	0.27242	1.0	4873	1	-0.19811	0.73626	0.72758	0.982004	13429	0	-0.19811
FBP2	1	0.26379	0.27242	1.0	4874	1	-0.16441	0.73621	0.72758	0.982004	13428	0	-0.16441
OR2A4	1	0.26383	0.27242	1.0	4875	1	-0.18295	0.73617	0.72758	0.982004	13426	0	-0.18295
ARHGEF6	1	0.26388	0.27242	1.0	4876	1	-0.25131	0.73612	0.72758	0.982004	13425	0	-0.25131
TNFRSF19	2	0.26393	0.25741	1.0	4877	1	-0.10556	0.71926	0.63207	0.948779	13114	0	-0.10556
KIAA0907	1	0.26393	0.27242	1.0	4878	1	-0.17672	0.73607	0.72758	0.982004	13424	0	-0.17672
BATF2	1	0.26398	0.27242	1.0	4879	1	-0.19428	0.73602	0.72758	0.982004	13423	0	-0.19428
ZNF333	1	0.26407	0.2734	1.0	4880	1	-0.42061	0.73593	0.7266	0.982004	13422	0	-0.42061
MXD1	1	0.26417	0.27432	1.0	4881	1	-0.23734	0.73583	0.72568	0.982004	13421	0	-0.23734
PARPBP	1	0.26427	0.27432	1.0	4882	1	-0.21801	0.73573	0.72568	0.982004	13420	0	-0.21801
HHEX	1	0.26431	0.27432	1.0	4883	1	-0.14231	0.73569	0.72568	0.982004	13419	0	-0.14231
EPS8L3	1	0.26436	0.27432	1.0	4884	1	-0.18068	0.73564	0.72568	0.982004	13418	0	-0.18068
SPINK14	1	0.26441	0.27432	1.0	4885	1	-0.34545	0.73559	0.72568	0.982004	13417	0	-0.34545
FCN1	1	0.2645	0.27533	1.0	4886	1	-0.17937	0.7355	0.72467	0.982004	13416	0	-0.17937
SH2D4B	1	0.26455	0.27533	1.0	4887	1	-0.21028	0.73545	0.72467	0.982004	13415	0	-0.21028
CD2AP	1	0.2646	0.27533	1.0	4888	1	-0.22007	0.7354	0.72467	0.982004	13414	0	-0.22007
TBRG1	1	0.26465	0.27533	1.0	4889	1	-0.15784	0.73535	0.72467	0.982004	13413	0	-0.15784
NYAP2	1	0.2647	0.27533	1.0	4890	1	-0.14388	0.7353	0.72467	0.982004	13412	0	-0.14388
DUSP15	1	0.26479	0.27533	1.0	4891	1	-0.15243	0.73521	0.72467	0.982004	13411	0	-0.15243
INO80B	1	0.26489	0.2763	1.0	4892	1	-0.24855	0.73511	0.7237	0.982004	13410	0	-0.24855
EIF3D	1	0.26503	0.2763	1.0	4893	1	-0.70884	0.73497	0.7237	0.982004	13409	0	-0.70884
TSTA3	1	0.26513	0.2763	1.0	4894	1	-0.11812	0.73487	0.7237	0.982004	13408	0	-0.11812
DCTN1	1	0.26517	0.2763	1.0	4895	1	-0.16226	0.73483	0.7237	0.982004	13407	0	-0.16226
KRT2	1	0.26522	0.2763	1.0	4896	1	-0.14908	0.73478	0.7237	0.982004	13406	0	-0.14908
CLCN5	2	0.26524	0.25741	1.0	4897	1	0.23331	0.18789	0.13051	0.500825	3743	1	0.23331
CAPN6	1	0.26527	0.2763	1.0	4898	1	-0.23717	0.73473	0.7237	0.982004	13405	0	-0.23717
FAM69A	1	0.26532	0.2763	1.0	4899	1	-0.19844	0.73468	0.7237	0.982004	13404	0	-0.19844
KCNE4	1	0.26537	0.2763	1.0	4900	1	-0.18212	0.73463	0.7237	0.982004	13403	0	-0.18212
FLT1	1	0.26546	0.27728	1.0	4901	1	-0.11933	0.73454	0.72272	0.982004	13402	0	-0.11933
DDAH2	1	0.26561	0.27728	1.0	4902	1	-0.27551	0.73439	0.72272	0.982004	13401	0	-0.27551
SDHAF1	1	0.26565	0.27728	1.0	4903	1	-0.29293	0.73435	0.72272	0.982004	13400	0	-0.29293
POU3F4	1	0.2657	0.27728	1.0	4904	1	-0.17078	0.7343	0.72272	0.982004	13399	0	-0.17078
WDR81	2	0.26573	0.25879	1.0	4905	1	-0.19148	0.90278	0.88776	1.0	16446	0	-0.19148
PCDHB2	1	0.26575	0.27728	1.0	4906	1	-0.15798	0.73425	0.72272	0.982004	13398	0	-0.15798
KMO	1	0.2658	0.27728	1.0	4907	1	-0.33444	0.7342	0.72272	0.982004	13396	0	-0.33444
GAL3ST2	1	0.26589	0.27728	1.0	4908	1	-0.14472	0.73411	0.72272	0.982004	13395	0	-0.14472
PACRGL	1	0.26594	0.27728	1.0	4909	1	-0.28341	0.73406	0.72272	0.982004	13394	0	-0.28341
OR1L1	1	0.26608	0.27728	1.0	4910	1	-0.18389	0.73392	0.72272	0.982004	13392	0	-0.18389
DCK	1	0.26618	0.27824	1.0	4911	1	-0.16004	0.73382	0.72176	0.981485	13391	0	-0.16004
ZNF81	1	0.26623	0.27824	1.0	4912	1	-0.17693	0.73377	0.72176	0.981485	13389	0	-0.17693
CLEC4E	1	0.26628	0.27824	1.0	4913	1	-0.21613	0.73372	0.72176	0.981485	13388	0	-0.21613
FAM161B	1	0.26632	0.27824	1.0	4914	1	-0.1613	0.73368	0.72176	0.981485	13387	0	-0.1613
HYDIN	1	0.26637	0.27824	1.0	4915	1	-0.17766	0.73363	0.72176	0.981485	13386	0	-0.17766
HHIPL2	1	0.26642	0.27824	1.0	4916	1	-0.17747	0.73358	0.72176	0.981485	13384	0	-0.17747
UGT2B15	1	0.26647	0.27824	1.0	4917	1	-0.27189	0.73353	0.72176	0.981485	13383	0	-0.27189
TPRA1	1	0.26652	0.27824	1.0	4918	1	-0.16535	0.73348	0.72176	0.981485	13382	0	-0.16535
LYPD3	1	0.26656	0.27824	1.0	4919	1	-0.20682	0.73344	0.72176	0.981485	13381	0	-0.20682
POLR2J2	1	0.26661	0.27824	1.0	4920	1	-0.19603	0.73339	0.72176	0.981485	13380	0	-0.19603
EBLN2	1	0.26671	0.27923	1.0	4921	1	-0.22557	0.73329	0.72077	0.981008	13379	0	-0.22557
MAP4K4	1	0.2668	0.27923	1.0	4922	1	-0.1159	0.7332	0.72077	0.981008	13378	0	-0.1159
RAB12	1	0.26685	0.27923	1.0	4923	1	-0.15045	0.73315	0.72077	0.981008	13377	0	-0.15045
SERPINA5	2	0.26688	0.2601	1.0	4924	1	-0.098897	0.57843	0.42895	0.854661	10629	1	-0.098897
GAMT	1	0.2669	0.27923	1.0	4925	1	-0.14568	0.7331	0.72077	0.981008	13376	0	-0.14568
RNF8	1	0.26695	0.27923	1.0	4926	1	-0.18734	0.73305	0.72077	0.981008	13375	0	-0.18734
MLLT1	1	0.26704	0.27923	1.0	4927	1	-0.1651	0.73296	0.72077	0.981008	13373	0	-0.1651
GPR180	1	0.26709	0.27923	1.0	4928	1	-0.077972	0.73291	0.72077	0.981008	13372	0	-0.077972
FAM221B	1	0.26714	0.27923	1.0	4929	1	-0.17857	0.73286	0.72077	0.981008	13370	0	-0.17857
CEACAM18	1	0.26719	0.27923	1.0	4930	1	-0.24655	0.73281	0.72077	0.981008	13369	0	-0.24655
GNAS	1	0.26723	0.27923	1.0	4931	1	-0.28082	0.73277	0.72077	0.981008	13368	0	-0.28082
TOMM34	1	0.26728	0.27923	1.0	4932	1	-0.20859	0.73272	0.72077	0.981008	13367	0	-0.20859
TROAP	1	0.26738	0.28024	1.0	4933	1	-0.14482	0.73262	0.71976	0.98043	13366	0	-0.14482
PPME1	1	0.26742	0.28024	1.0	4934	1	-0.18769	0.73258	0.71976	0.98043	13365	0	-0.18769
CACNA2D1	1	0.26747	0.28024	1.0	4935	1	-0.2796	0.73253	0.71976	0.98043	13364	0	-0.2796
C14orf166	1	0.26752	0.28024	1.0	4936	1	-0.12922	0.73248	0.71976	0.98043	13363	0	-0.12922
STAT3	1	0.26757	0.28024	1.0	4937	1	-0.20347	0.73243	0.71976	0.98043	13362	0	-0.20347
PPM1L	1	0.26766	0.28121	1.0	4938	1	-0.1601	0.73234	0.71879	0.979482	13361	0	-0.1601
CYR61	1	0.26771	0.28121	1.0	4939	1	-0.20024	0.73229	0.71879	0.979482	13360	0	-0.20024
LCORL	1	0.26781	0.28121	1.0	4940	1	-0.16719	0.73219	0.71879	0.979482	13359	0	-0.16719
DEF6	1	0.2679	0.28121	1.0	4941	1	-0.16994	0.7321	0.71879	0.979482	13358	0	-0.16994
PCDHGA12	1	0.26805	0.28121	1.0	4942	1	-0.26624	0.73195	0.71879	0.979482	13357	0	-0.26624
TEC	1	0.26814	0.28121	1.0	4943	1	-0.13542	0.73186	0.71879	0.979482	13356	0	-0.13542
PRADC1	1	0.26819	0.28121	1.0	4944	1	-0.13231	0.73181	0.71879	0.979482	13355	0	-0.13231
NCKIPSD	1	0.26824	0.28121	1.0	4945	1	-0.23647	0.73176	0.71879	0.979482	13354	0	-0.23647
