sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
PEX3_+_143772395.23-P1P2|PEX3_+_143772013.23-P1P2	PEX3	497.31/985.58/604.22	1291.3/1473/1288.9	604.22	1291.3	1.0944	78432	62058	2.7581	0.99707	0.002929	0.005858	0.055632	True
non-targeting_01093|non-targeting_02104	negative_control	1624.5/1784.2/2153.4	2347.8/3505.2/2964.7	1784.2	2964.7	0.73228	80915	1.8325e+05	2.7577	0.99709	0.0029109	0.0058218	0.055362	True
SMG6_-_2206815.23-P1P2|SMG6_+_2206838.23-P1P2	SMG6	899.68/1990.7/1004.9	1890.5/2179.7/1463.4	1004.9	1890.5	0.91111	4.9149e+05	1.0321e+05	2.7568	0.99708	0.0029207	0.0058414	0.055523	True
TMEM203_-_140100057.23-P1P2|TMEM203_+_140100093.23-P1P2	TMEM203	1188.3/714.94/1845.3	1349.8/2151.2/2618.5	1188.3	2151.2	0.85569	3.2788e+05	1.2205e+05	2.7562	0.99707	0.0029251	0.0058503	0.055583	True
TLL2_+_98273633.23-P1P2|TLL2_+_98273600.23-P1P2	TLL2	1006.8/990.27/2426.7	1387.4/2577.1/1892.8	1006.8	1892.8	0.90998	1.0081e+06	1.0341e+05	2.7549	0.99706	0.0029379	0.0058759	0.055751	True
CASP9_+_15850704.23-P1P2|CASP9_-_15850541.23-P1P2	CASP9	1093.3/966.03/1309.7	2107.7/1502.7/2016.5	1093.3	2016.5	0.8825	31509	1.1229e+05	2.7548	0.99706	0.0029379	0.0058758	0.055751	True
DDX10_+_108535803.23-P1P2|DDX10_-_108536148.23-P1P2	DDX10	142.9/8.6043/3.2661	253.67/0/90.483	8.6043	90.483	3.2518	9031.3	883.73	2.7543	0.99521	0.0047904	0.0095809	0.080561	True
CDKN2D_+_10679673.23-P1P2|CDKN2D_+_10679551.23-P1P2	CDKN2D	7996.5/7556.9/9177.7	10492/15078/10280	7996.5	10492	0.39185	7.9418e+05	8.213e+05	2.754	0.99706	0.0029437	0.0058873	0.055835	True
LOC147646_+_51893805.23-P1P2|LOC147646_+_51893808.23-P1P2	LOC147646	1541.8/1931.3/1970.5	1169.2/705.55/636.15	1931.3	705.55	-1.4514	76627	1.9836e+05	2.7529	0.0029533	0.99705	0.0059066	0.055993	False
DHRS4L2_+_24458116.23-ENST00000382755.4|DHRS4L2_-_24458058.23-ENST00000382755.4	DHRS4L2	1872.7/1883.6/1960.7	600.25/673.43/1090.4	1883.6	673.43	-1.4825	3037.1	1.9346e+05	2.7523	0.0029586	0.99704	0.0059172	0.056069	False
ZWINT_+_58120993.23-P1P2|ZWINT_-_58120962.23-P1P2	ZWINT	537.74/306.63/193.79	634.7/1476.5/794.96	306.63	794.96	1.3715	33073	31493	2.7518	0.99691	0.0030936	0.0061873	0.057955	True
ACAP1_+_7239854.23-P1P2|ACAP1_+_7239956.23-P1P2	ACAP1	325.28/506.87/817.61	1134.7/912.58/1194.7	506.87	1134.7	1.1611	64767	52059	2.7518	0.997	0.0030032	0.0060065	0.056663	True
SMARCD1_+_50479037.23-P1P2|SMARCD1_-_50479401.23-P1P2	SMARCD1	1504.2/1435.3/1977.1	2502.2/2585.4/2586.2	1504.2	2585.4	0.78105	1.1418e+05	1.5449e+05	2.751	0.99703	0.0029711	0.0059422	0.056256	True
OR14C36_+_248512089.23-ENST00000317861.1|OR14C36_+_248512303.23-ENST00000317861.1	OR14C36	980.53/750.92/498.62	1514.7/1916.8/950.07	750.92	1514.7	1.0113	58187	77125	2.7503	0.99701	0.0029874	0.0059748	0.056476	True
LRRC55_+_56949490.23-P1P2|LRRC55_-_56949461.23-P1P2	LRRC55	1756.1/3569.2/3161.6	2826.9/1492/1594.5	3161.6	1594.5	-0.98705	1.0707e+06	3.2472e+05	2.7499	0.0029804	0.99702	0.0059607	0.056406	False
ADK_-_75936578.23-P1|ADK_+_75936517.23-P1	ADK	1280.4/1127.2/790.39	2062.8/2170.2/1969.4	1127.2	2062.8	0.87131	68452	1.1577e+05	2.7498	0.99702	0.0029832	0.0059664	0.056434	True
C1orf226_+_162348807.23-P2|C1orf226_+_162351747.23-P2	C1orf226	780.28/993.4/964.58	2173.4/1157.7/1830	964.58	1830	0.92315	17398	99070	2.7495	0.99701	0.002988	0.005976	0.056476	True
MED1_-_37607464.23-P1P2|MED1_+_37607273.23-P1P2	MED1	388.26/434.12/350.56	196.25/1.1898/9.233	388.26	9.233	-5.2494	1762.5	39877	2.7487	0.0029918	0.99701	0.0059836	0.056523	False
LHFP_-_40177259.23-P1P2|LHFP_-_40177245.23-P1P2	LHFP	1428/563.19/1065.8	818.42/1975.1/2016.5	1065.8	1975.1	0.88931	1.9191e+05	1.0947e+05	2.7481	0.997	0.0029989	0.0059978	0.056607	True
LOH12CR1_+_12510109.23-P1P2|LOH12CR1_+_12510330.23-P1P2	LOH12CR1	709.78/365.29/432.21	240.1/9.5184/12.003	432.21	12.003	-5.0582	40761	44391	2.7479	0.0029989	0.997	0.0059978	0.056607	False
PLSCR3_+_7297802.23-P2|PLSCR3_-_7297832.23-P2	PLSCR3	530.22/1042.7/595.51	471.85/1371.8/1275.1	595.51	1275.1	1.0971	1.0211e+05	61164	2.7478	0.99698	0.0030243	0.0060485	0.056859	True
GTPBP3_+_17448801.23-P1P2|GTPBP3_+_17448777.23-P1P2	GTPBP3	2885.2/2747.9/1714.7	1587.8/1288.6/1034.1	2747.9	1288.6	-1.092	5.4318e+05	2.8223e+05	2.747	0.0030072	0.99699	0.0060145	0.056685	False
PPP1R12A_-_80328652.23-P1P2|PPP1R12A_-_80328635.23-P1P2	PPP1R12A	903.44/982.45/1050.6	1855/2512.9/1712.7	982.45	1855	0.91629	5442.8	1.0091e+05	2.7469	0.99699	0.0030109	0.0060219	0.056685	True
NARR_-_27044778.23-P1P2|NARR_+_27045094.23-P1P2	NARR	3098.6/1984.5/2321.1	4018/3662.2/2927.8	2321.1	3662.2	0.65768	3.589e+05	2.3839e+05	2.7468	0.99699	0.0030094	0.0060188	0.056685	True
TRPC3_-_122872645.23-P1P2|TRPC3_+_122872699.23-P1P2	TRPC3	2017.5/2245.7/2113.1	1810.1/749.57/833.74	2113.1	833.74	-1.3407	13366	2.1704e+05	2.7466	0.003011	0.99699	0.006022	0.056685	False
SLC41A3_-_125802956.23-P1P2|SLC41A3_+_125802913.23-P1P2	SLC41A3	1571.8/2475.7/1740.8	2902.1/1965.5/3287.9	1740.8	2902.1	0.73699	2.8429e+05	1.7879e+05	2.7463	0.99699	0.0030136	0.0060272	0.056708	True
non-targeting_00852|non-targeting_02593	negative_control	2310.8/2346.6/1821.4	1879/637.73/973.16	2310.8	973.16	-1.2468	1.2039e+05	2.3733e+05	2.7458	0.0030182	0.99698	0.0060364	0.05677	False
EP400_+_132434542.23-P1P2|EP400_-_132434629.23-P1P2	EP400	223.74/130.63/462.69	3.1317/330.76/1.8466	223.74	3.1317	-5.7654	32884	22980	2.7448	0.0030275	0.99697	0.006055	0.056895	False
CACNA1S_+_201081543.23-P1P2|CACNA1S_+_201081501.23-P1P2	CACNA1S	1387.6/1076.3/2029.3	2485.5/1245.7/2423.7	1387.6	2423.7	0.80416	2.5435e+05	1.4252e+05	2.7445	0.99697	0.0030309	0.0060617	0.056933	True
GAR1_-_110736887.23-P1P2|GAR1_-_110736884.23-P1P2	GAR1	330.92/149.4/5.4434	234.88/659.15/489.35	149.4	489.35	1.705	26836	15345	2.7443	0.99658	0.0034217	0.0068434	0.062406	True
GYG2_-_2747010.23-P1P2|GYG2_-_2747021.23-P1P2	GYG2	2987.6/3409.6/2165.4	3959.5/4507/4613.7	2987.6	4507	0.59299	4.2708e+05	3.0685e+05	2.7427	0.99695	0.0030465	0.006093	0.057201	True
TK1_+_76183131.23-P1P2|TK1_+_76183079.23-P1P2	TK1	1839.8/1075.5/2089.2	419.65/1651.4/648.16	1839.8	648.16	-1.5037	3.2314e+05	1.8896e+05	2.7425	0.0030484	0.99695	0.0060968	0.057212	False
SLC25A1_-_19165870.23-P1P2|SLC25A1_-_19166257.23-P1P2	SLC25A1	164.52/134.54/280.88	520.91/177.28/1407.1	164.52	520.91	1.6568	7219.7	16897	2.7417	0.99659	0.0034063	0.0068126	0.062179	True
PRR20E_-_57741896.23-ENST00000445351.1|PRR20E_+_57741917.23-ENST00000445351.1	PRR20E	2119.9/2086.1/2775.1	2788.3/3399.3/4087.4	2119.9	3399.3	0.68095	2.1518e+05	2.1773e+05	2.7417	0.99694	0.0030561	0.0061121	0.05733	True
F2RL2_+_75919206.23-P1P2|F2RL2_+_75919120.23-P1P2	F2RL2	219.98/3.1288/251.49	914.46/631.78/503.2	219.98	631.78	1.5178	24009	22594	2.7396	0.99669	0.003313	0.0066259	0.060918	True
ANKIB1_-_91875700.23-P1P2|ANKIB1_+_91875590.23-P1P2	ANKIB1	2829.7/4174.6/2919.9	3842.6/4420.1/5042.1	2919.9	4420.1	0.59801	7.9129e+05	2.9989e+05	2.7395	0.99692	0.0030762	0.0061524	0.057683	True
UTP14A_-_129040177.23-P1P2|UTP14A_+_129040149.23-P1P2	UTP14A	65.807/204.94/263.46	120.05/1.1898/2.7699	204.94	2.7699	-5.7715	11391	21049	2.738	0.0030903	0.99691	0.0061807	0.057923	False
DNM1L_+_32832245.23-P1P2|DNM1L_-_32832237.23-P1P2	DNM1L	781.22/1014.5/702.2	1103.4/1814.4/1556.7	781.22	1556.7	0.99375	30336	80238	2.7376	0.9969	0.0031036	0.0062071	0.058043	True
NUP160_+_47869833.23-P1P2|NUP160_-_47869693.23-P1P2	NUP160	109.99/419.26/0	1.0439/1.1898/104.33	109.99	1.1898	-5.6635	53873	11297	2.7376	0.0030948	0.99691	0.0061896	0.057955	False
CLPS_-_35765033.23-P1P2|CLPS_-_35765088.23-P1P2	CLPS	14.102/449.77/304.83	789.19/1532.5/366.55	304.83	789.19	1.3695	52766	31309	2.7374	0.99677	0.0032337	0.0064674	0.059873	True
DGAT2_+_75480055.23-P1P2|DGAT2_+_75479892.23-P1P2	DGAT2	2390.7/2345.1/1758.2	809.03/1001.8/1922.3	2345.1	1001.8	-1.2262	1.7322e+05	2.4086e+05	2.7371	0.0030991	0.9969	0.0061982	0.05801	False
KCNT1_-_138606320.23-P2|KCNT1_+_138606515.23-P2	KCNT1	3056.3/3413.6/3291.1	4882.4/4336.8/5224	3291.1	4882.4	0.56886	35071	3.3802e+05	2.7369	0.9969	0.0031006	0.0062012	0.058013	True
NET1_-_5488605.23-P1P2|NET1_+_5488616.23-P1P2	NET1	1242.8/1604.3/913.41	2220.4/3612.2/1781	1242.8	2220.4	0.83669	1.1959e+05	1.2765e+05	2.7362	0.99689	0.0031084	0.0062169	0.058109	True
EBP_+_48380280.23-P2|EBP_+_48380274.23-P2	EBP	4500.3/3042/2642.2	4571.3/4120.3/4664.5	3042	4571.3	0.58742	1.1432e+06	3.1244e+05	2.7359	0.99689	0.0031103	0.0062206	0.058118	True
COMMD2_+_149470240.23-P1P2|COMMD2_+_149470262.23-P1P2	COMMD2	1647.1/1663/1442.5	2348.8/2772.2/3308.2	1647.1	2772.2	0.7508	21046	1.6917e+05	2.7357	0.99689	0.0031127	0.0062254	0.058137	True
TEX13B_+_107225613.23-P1P2|TEX13B_-_107225605.23-P1P2	TEX13B	1632/2173/2776.2	3515.9/1932.2/3465.1	2173	3465.1	0.673	3.2823e+05	2.2318e+05	2.7352	0.99688	0.003117	0.006234	0.058192	True
RNF223_+_1009429.23-P1P2|RNF223_+_1009642.23-P1P2	RNF223	676.87/504.52/520.39	597.12/2136.9/1152.3	520.39	1152.3	1.1453	12369	53448	2.7332	0.99683	0.0031749	0.0063499	0.059042	True
SOBP_+_107811378.23-P1P2|SOBP_+_107811362.23-P1P2	SOBP	4301.9/3509.8/4391.8	2485.5/3459.9/2438.4	4301.9	2485.5	-0.79117	3.1778e+05	4.4184e+05	2.7326	0.0031422	0.99686	0.0062845	0.058612	False
OCSTAMP_-_45179211.23-P1P2|OCSTAMP_-_45179251.23-P1P2	OCSTAMP	607.31/1288.3/722.89	706.73/2292.7/1467.1	722.89	1467.1	1.0201	1.6652e+05	74246	2.7313	0.99683	0.0031668	0.0063336	0.058993	True
BRD9_+_892880.23-P1P2|BRD9_-_891721.23-P1P2	BRD9	1004/1239/934.1	153.45/205.84/7.3864	1004	153.45	-2.702	30055	1.0312e+05	2.7309	0.0031583	0.99684	0.0063167	0.058861	False
NSUN6_+_18940532.23-P1P2|NSUN6_-_18940481.23-P1P2	NSUN6	1243.8/2191/984.18	2219.3/1595.5/2463.4	1243.8	2219.3	0.83493	4.8229e+05	1.2774e+05	2.7296	0.99683	0.0031712	0.0063424	0.059042	True
C11orf86_+_66742822.23-P1P2|C11orf86_-_66742990.23-P1P2	C11orf86	619.53/919.88/1136.6	2002.2/1494.4/1758.9	919.88	1758.9	0.9344	68588	94478	2.7296	0.99683	0.0031749	0.0063497	0.059042	True
RRP7A_-_42915735.23-P1P2|RRP7A_+_42915752.23-P1P2	RRP7A	434.33/236.23/378.86	448.88/4.7592/9.233	378.86	9.233	-5.2142	11711	38912	2.7291	0.0031752	0.99682	0.0063504	0.059042	False
RYK_+_133969669.23-P1P2|RYK_+_133969666.23-P1P2	RYK	2082.3/1647.3/1127.9	1954.2/2769.9/2810.5	1647.3	2769.9	0.74933	2.2952e+05	1.6919e+05	2.729	0.99682	0.0031763	0.0063527	0.059042	True
LRRC10B_-_61276247.23-P1P2|LRRC10B_-_61276238.23-P1P2	LRRC10B	2337.1/2611.8/3351	2988.7/4025.1/4574.9	2611.8	4025.1	0.62379	3.1094e+05	2.6825e+05	2.7288	0.99682	0.0031787	0.0063573	0.059059	True
BTF3_-_72794314.23-P1P2|BTF3_+_72794288.23-P1P2	BTF3	340.32/234.66/176.37	3.1317/3.5694/168.04	234.66	3.5694	-5.6886	7280.6	24102	2.728	0.0031858	0.99681	0.0063717	0.059141	False
TSHR_-_81422217.23-P1P2|TSHR_-_81421993.23-P1P2	TSHR	2324.9/2568.8/2097.9	3657.9/2368.9/5257.3	2324.9	3657.9	0.65362	55500	2.3878e+05	2.7279	0.99681	0.0031872	0.0063744	0.059141	True
SLC22A8_-_62783290.23-P1P2|SLC22A8_+_62783251.23-P1P2	SLC22A8	2988.6/2862.1/2352.7	1651.5/963.74/1383.1	2862.1	1383.1	-1.0486	1.3776e+05	2.9396e+05	2.7279	0.0031872	0.99681	0.0063744	0.059141	False
non-targeting_01177|non-targeting_02711	negative_control	2834.4/4086.2/3001.5	4515.9/3324.3/4769.8	3001.5	4515.9	0.58918	6.0229e+05	3.0828e+05	2.7276	0.99681	0.00319	0.00638	0.059167	True
FAM109A_+_111806852.23-P1P2|FAM109A_-_111806473.23-P1P2	FAM109A	963.6/520.17/964.58	1304.9/1821.6/1858.6	963.6	1821.6	0.91798	98318	98969	2.7273	0.9968	0.0031966	0.0063933	0.059264	True
GBP5_-_89738544.23-P1P2|GBP5_+_89738190.23-P1P2	GBP5	3385.3/3891.5/2017.3	1777.8/1390.9/2132.8	3385.3	1777.8	-0.92883	1.0638e+06	3.477e+05	2.7262	0.0032034	0.9968	0.0064067	0.059363	False
KNTC1_-_123011834.23-P1P2|KNTC1_-_123011856.23-P1P2	KNTC1	1499.5/636.72/1904.1	2569.1/2886.5/1807.8	1499.5	2569.1	0.7764	4.5404e+05	1.5401e+05	2.7255	0.99679	0.0032101	0.0064202	0.059462	True
ZBTB5_-_37465014.23-P1P2|ZBTB5_-_37465419.23-P1P2	ZBTB5	99.651/211.2/277.62	788.15/8.3286/612.15	211.2	612.15	1.5308	8427	21691	2.7224	0.99649	0.0035065	0.007013	0.063438	True
WDR25_-_100842832.23-P1P2|WDR25_+_100842799.23-P1P2	WDR25	1855.8/2453.8/1344.5	3412.5/1938.2/3044.1	1855.8	3044.1	0.71371	3.0949e+05	1.906e+05	2.722	0.99676	0.0032447	0.0064893	0.06005	True
DEPDC1B_-_59995938.23-P1P2|DEPDC1B_-_59995929.23-P1P2	DEPDC1B	1447.8/1565.2/1662.4	476.02/473.54/3458.7	1565.2	476.02	-1.7151	11623	1.6076e+05	2.7213	0.0032515	0.99675	0.006503	0.060136	False
EML3_-_62380021.23-P1P2|EML3_+_62380154.23-P1P2	EML3	43.245/513.13/253.66	4.1756/2.3796/125.57	253.66	4.1756	-5.6207	55799	26053	2.7212	0.0032521	0.99675	0.0065043	0.060136	False
NRL_-_24553805.23-P1|NRL_-_24553630.23-P1	NRL	1732.6/1246.1/1172.5	2219.3/1940.6/2317.5	1246.1	2219.3	0.83226	1.2107e+05	1.2798e+05	2.7207	0.99674	0.0032584	0.0065168	0.060226	True
C3_-_6720634.23-P1P2|C3_+_6720583.23-P1P2	C3	2888.9/2944.2/2546.4	1716.2/801.93/1407.1	2888.9	1407.1	-1.0373	60177	2.9672e+05	2.7204	0.0032605	0.99674	0.006521	0.060238	False
FIS1_-_100895536.23-P2|FIS1_-_100895567.23-P2	FIS1	1502.3/1480.7/930.83	422.78/905.44/357.32	1480.7	422.78	-1.8059	1.5142e+05	1.5208e+05	2.7201	0.0032626	0.99674	0.0065253	0.060252	False
PKD2_-_88928813.23-P1P2|PKD2_-_88928829.23-P1P2	PKD2	2585.3/2733/2183.9	1236/1183.9/673.08	2585.3	1183.9	-1.1262	91463	2.6553e+05	2.7197	0.0032671	0.99673	0.0065343	0.060309	False
CEBPB_+_48807925.23-P1P2|CEBPB_-_48807399.23-P1P2	CEBPB	7.5208/150.18/1.0887	262.02/8.3286/83.097	7.5208	83.097	3.303	10197	772.44	2.7193	0.99461	0.0053926	0.010785	0.087841	True
DPH6_-_35838270.23-P1P2|DPH6_+_35838318.23-P1P2	DPH6	845.15/952.73/539.99	2023.1/1415.9/1646.2	845.15	1646.2	0.96107	52348	86803	2.719	0.99672	0.0032805	0.006561	0.060497	True
SNRPB_+_2451405.23-P1P2|SNRPB_+_2451365.23-P1P2	SNRPB	327.16/1.5644/178.55	473.93/2.3796/0.9233	178.55	2.3796	-5.7313	26704	18338	2.7183	0.0032809	0.99672	0.0065617	0.060497	False
CCR10_+_40833835.23-P1P2|CCR10_+_40833622.23-P1P2	CCR10	2392.6/2109.6/2269.9	3084.7/4778.2/3582.4	2269.9	3582.4	0.65805	20369	2.3314e+05	2.7182	0.99672	0.0032816	0.0065632	0.060497	True
ATP6V0E1_-_172411003.23-P1P2|ATP6V0E1_+_172410861.23-P1P2	ATP6V0E1	1167.6/1595.7/639.06	2228.7/1326.6/2108.8	1167.6	2108.8	0.85233	2.3131e+05	1.1992e+05	2.7179	0.99671	0.0032859	0.0065718	0.060525	True
SOX18_-_62680978.23-P1P2|SOX18_-_62680990.23-P1P2	SOX18	2304.2/3219.6/3475.1	1656.7/2554.5/1561.3	3219.6	1656.7	-0.95815	4.5161e+05	3.3067e+05	2.7179	0.0032853	0.99671	0.0065707	0.060525	False
SCUBE2_-_9113080.23-P1P2|SCUBE2_+_9112941.23-P1P2	SCUBE2	9133.1/10148/10891	7374.2/7126.9/7905.3	10148	7374.2	-0.46064	7.9134e+05	1.0423e+06	2.7173	0.0032909	0.99671	0.0065819	0.060591	False
GLYR1_+_4897227.23-P1P2|GLYR1_+_4897273.23-P1P2	GLYR1	3204.8/4633/3980.2	5717.5/7818.2/5120.6	3980.2	5717.5	0.52241	5.1371e+05	4.088e+05	2.7171	0.99671	0.003293	0.006586	0.060603	True
CLEC2B_-_10021946.23-P1P2|CLEC2B_+_10021935.23-P1P2	CLEC2B	622.35/657.05/1106.1	2167.2/538.98/1362.8	657.05	1362.8	1.0513	1.0143e+05	67484	2.7167	0.99668	0.0033159	0.0066318	0.060939	True
C7orf26_+_6629657.23-P1P2|C7orf26_+_6629704.23-P1P2	C7orf26	1501.3/1339.1/1686.4	2989.8/1800.2/2567.7	1501.3	2567.7	0.77382	30275	1.542e+05	2.7156	0.99669	0.0033084	0.0066168	0.06086	True
GRB10_+_50860914.23-P1|GRB10_+_50861119.23-P1	GRB10	2527/2744/2913.3	822.6/1302.8/1482.8	2744	1302.8	-1.074	37882	2.8183e+05	2.7147	0.0033169	0.99668	0.0066339	0.060939	False
non-targeting_00326|non-targeting_00573	negative_control	1470.3/434.91/728.33	556.4/1569.3/1470.8	728.33	1470.8	1.0129	3.1832e+05	74805	2.7147	0.99667	0.0033299	0.0066597	0.061123	True
KLF8_+_56258865.23-P1P2|KLF8_+_56258912.23-P1P2	KLF8	1152.6/1700.5/1154	2572.2/1577.7/2088.5	1154	2088.5	0.85525	1.4934e+05	1.1853e+05	2.7144	0.99668	0.0033215	0.0066429	0.060995	True
RRP1_+_45209480.23-P1P2|RRP1_-_45209489.23-P1P2	RRP1	109.05/0.78221/158.95	123.18/498.53/396.1	109.05	396.1	1.8513	7106	11200	2.7123	0.99606	0.0039376	0.0078751	0.069363	True
PTTG1IP_-_46293559.23-P1P2|PTTG1IP_+_46293572.23-P1P2	PTTG1IP	1335.9/781.42/2543.2	2340.4/2589/2161.4	1335.9	2340.4	0.80852	8.8249e+05	1.3721e+05	2.712	0.99666	0.0033444	0.0066889	0.061349	True
SLC7A5_+_87903056.23-P1P2|SLC7A5_+_87902916.23-P1P2	SLC7A5	10512/12276/10887	6888.8/8019.3/12024	10887	8019.3	-0.44101	1.0349e+06	1.1182e+06	2.7119	0.0033451	0.99665	0.0066901	0.061349	False
ARPC1A_+_98923614.23-P1P2|ARPC1A_-_98923643.23-P1P2	ARPC1A	838.57/811.15/796.92	1960.5/1582.4/1593.6	811.15	1593.6	0.97339	477.19	83311	2.7109	0.99664	0.0033634	0.0067268	0.061631	True
ARPC2_-_219081923.23-P1|ARPC2_-_219081929.23-P1	ARPC2	179.56/633.59/555.23	25.054/26.176/762.64	555.23	26.176	-4.3553	73635	57027	2.71	0.003364	0.99664	0.006728	0.061631	False
MAN2A1_+_109025632.23-P1P2|MAN2A1_+_109025637.23-P1P2	MAN2A1	3270.6/4000.2/4184.9	2263.2/3118.5/2153.1	4000.2	2263.2	-0.82144	2.8321e+05	4.1085e+05	2.7099	0.0033647	0.99664	0.0067294	0.061631	False
PKMYT1_+_3030402.23-P1P2|PKMYT1_+_3030383.23-P1P2	PKMYT1	335.62/290.2/139.35	1324.7/711.5/758.03	290.2	758.03	1.3821	12409	29806	2.7098	0.99647	0.0035299	0.0070597	0.063807	True
LRRC3C_+_38097812.23-ENST00000377924.4|LRRC3C_+_38097773.23-ENST00000377924.4	LRRC3C	2137.8/2265.3/1750.6	3407.3/3694.3/2326.7	2137.8	3407.3	0.67226	83079	2.1957e+05	2.7093	0.99663	0.0033712	0.0067424	0.061723	True
JPH4_-_24047971.23-P1P2|JPH4_-_24047395.23-P1P2	JPH4	697.56/1455.7/721.8	1459.4/2114.3/1144	721.8	1459.4	1.0147	2.6959e+05	74134	2.7089	0.99661	0.0033884	0.0067769	0.061932	True
WDR45_+_48937342.23-P1P2|WDR45_-_48937499.23-P1P2	WDR45	5433.8/7982.4/5634	8337.7/7694.4/5549	5634	7694.4	0.4496	2.7777e+06	5.7865e+05	2.7087	0.99662	0.0033776	0.0067552	0.061814	True
HSPD1_+_198364183.23-P1P2|HSPD1_+_198364452.23-P1P2	HSPD1	303.65/169.74/283.06	326.74/744.81/806.04	283.06	744.81	1.3926	6632.8	29072	2.7081	0.99644	0.0035553	0.0071105	0.06413	True
INSL3_-_17932268.23-P1P2|INSL3_-_17932273.23-P1P2	INSL3	1584.1/419.26/1418.6	2571.1/2452.2/1340.6	1418.6	2452.2	0.78921	5.13e+05	1.457e+05	2.7079	0.99661	0.0033858	0.0067716	0.061922	True
ITFG1_-_47494910.23-P1P2|ITFG1_-_47494935.23-P1P2	ITFG1	6.5807/109.51/374.51	396.69/337.9/611.22	109.51	396.69	1.8475	40410	11247	2.7078	0.99601	0.003988	0.0079759	0.070069	True
NUP85_-_73201818.23-P1P2|NUP85_-_73201846.23-P1P2	NUP85	739.86/1555.8/1498	438.44/153.48/503.2	1498	438.44	-1.7703	2.8909e+05	1.5386e+05	2.7078	0.0033864	0.99661	0.0067728	0.061922	False
OPN1LW_+_153409702.23-P1P2|OPN1LW_-_153409722.23-P1P2	OPN1LW	1876.4/1720.9/1781.1	2938.6/3136.3/1970.3	1781.1	2938.6	0.72205	6359.9	1.8293e+05	2.7063	0.9966	0.0034018	0.0068036	0.062149	True
RPL36AL_+_50087292.23-P1P2|RPL36AL_+_50087262.23-P1P2	RPL36AL	1533.3/1881.2/4124	3070.1/3369.5/2504.9	1881.2	3070.1	0.70635	2.5755e+06	1.9321e+05	2.7048	0.99658	0.0034173	0.0068346	0.062353	True
PIGF_+_46844151.23-P1P2|PIGF_+_46844148.23-P1P2	PIGF	3080.7/2817.5/4442.9	1538.7/1559.8/2287.9	3080.7	1559.8	-0.98142	9.6247e+05	3.1641e+05	2.7038	0.0034279	0.99657	0.0068558	0.062472	False
CXCR5_+_118754620.23-P1P2|CXCR5_-_118754715.23-P1P2	CXCR5	3070.4/3638/3126.7	1353.9/2374.8/1594.5	3126.7	1594.5	-0.97107	1.3232e+05	3.2114e+05	2.7037	0.0034282	0.99657	0.0068565	0.062472	False
MVP_-_29831775.23-P1P2|MVP_-_29831780.23-P1P2	MVP	73.328/135.32/1.0887	307.95/139.21/373.94	73.328	307.95	2.0554	4530.9	7531.3	2.7036	0.99572	0.0042824	0.0085647	0.073963	True
RND3_+_151344152.23-P1P2|RND3_+_151344155.23-P1P2	RND3	2041.9/1639.5/1930.2	3920.9/2941.2/3133.7	1930.2	3133.7	0.69878	48498	1.9825e+05	2.7028	0.99656	0.003438	0.006876	0.062624	True
NCF4_-_37257111.23-P1P2|NCF4_+_37257045.23-P1P2	NCF4	517.06/976.19/450.72	1315.3/1139.8/768.18	517.06	1139.8	1.1389	1.076e+05	53106	2.7025	0.99652	0.0034847	0.0069694	0.063165	True
TFDP1_+_114239040.23-P1P2|TFDP1_-_114239078.23-P1P2	TFDP1	9583.4/12705/9676.3	12370/12592/11348	9676.3	12370	0.35433	4.5897e+06	9.9383e+05	2.7024	0.99656	0.0034421	0.0068842	0.062671	True
SKA2_+_57232490.23-P1P2|SKA2_-_57232343.23-P1P2	SKA2	218.1/107.94/139.35	78.293/634.16/462.57	139.35	462.57	1.7237	3594.1	14313	2.7017	0.99607	0.0039286	0.0078571	0.069254	True
C2orf91_-_42180887.23-P1P2|C2orf91_+_42180869.23-P1P2	C2orf91	1874.6/1104.5/659.75	2523.1/2014.3/1701.6	1104.5	2014.3	0.86635	3.9541e+05	1.1344e+05	2.7014	0.99655	0.003454	0.0069079	0.062861	True
CCNH_+_86708689.23-P1P2|CCNH_-_86708719.23-P1P2	CCNH	0/324.62/334.23	309/7.1388/2.7699	324.62	7.1388	-5.3222	52734	33341	2.7011	0.0034554	0.99654	0.0069109	0.062861	False
HOXD3_-_177001381.23-P1P2|HOXD3_+_177001331.23-P1P2	HOXD3	255.71/408.31/777.32	961.44/1348/806.96	408.31	961.44	1.2335	79729	41937	2.701	0.99646	0.003538	0.007076	0.0639	True
non-targeting_00190|non-targeting_01408	negative_control	1545.5/1830.4/1786.5	630.52/227.25/1505	1786.5	630.52	-1.5011	30004	1.8349e+05	2.7002	0.0034652	0.99653	0.0069305	0.062979	False
KIAA1217_-_24497870.23-ENST00000458595.1|KIAA1217_-_24497913.23-ENST00000458595.1	KIAA1217	1131.9/946.47/1188.8	1600.3/2627.1/2052.5	1131.9	2052.5	0.85808	18811	1.1625e+05	2.7001	0.99653	0.0034678	0.0069357	0.062979	True
SLC29A3_-_73079045.23-P1P2|SLC29A3_-_73079025.23-P1P2	SLC29A3	1573.7/1400.2/1469.7	1386.3/2978.1/2518.8	1469.7	2518.8	0.77675	7828.5	1.5095e+05	2.7	0.99653	0.003467	0.0069341	0.062979	True
